leonoreid,person,bnfid
LH/1354/56,http://www.wikidata.org/entity/Q3260300,125154820
LH/1718/44,http://www.wikidata.org/entity/Q3260408,106691404
LH/2324/72,http://www.wikidata.org/entity/Q3260571,10645077t
LH/2568/100,http://www.wikidata.org/entity/Q3260702,107433133
LH/30/10,http://www.wikidata.org/entity/Q3261035,10260905z
LH/203/30,http://www.wikidata.org/entity/Q3261237,14849299j
19800035/133/16798,http://www.wikidata.org/entity/Q3261311,12108724g
LH/369/36,http://www.wikidata.org/entity/Q3261365,13321848z
LH/42/81,http://www.wikidata.org/entity/Q3261469,13084976x
LH/1400/62,http://www.wikidata.org/entity/Q3261480,105500916
LH/880/50,http://www.wikidata.org/entity/Q3261825,119360347
LH/884/44,http://www.wikidata.org/entity/Q3261828,12116594t
19800035/159/20390,http://www.wikidata.org/entity/Q3261869,10238005s
LH/1112/62,http://www.wikidata.org/entity/Q3262026,121603251
LH/1316/54,http://www.wikidata.org/entity/Q3262159,13331026n
LH/841/20,http://www.wikidata.org/entity/Q3262172,10617449j
LH/1408/61,http://www.wikidata.org/entity/Q3262407,106422540
LH/1650/1,http://www.wikidata.org/entity/Q3262548,10220549n
LH/2004/56,http://www.wikidata.org/entity/Q3262807,11776969v
LH/1639/58,http://www.wikidata.org/entity/Q3262857,13485488g
LH/1216/58,http://www.wikidata.org/entity/Q3262957,105485098
19800035/1408/62741,http://www.wikidata.org/entity/Q3263264,15621094q
LH/2713/45,http://www.wikidata.org/entity/Q3263288,13176121w
19800035/462/61776,http://www.wikidata.org/entity/Q3263353,11044077p
19800035/462/61776,http://www.wikidata.org/entity/Q3263353,12732234m
LH/1774/19,http://www.wikidata.org/entity/Q3263525,12449939n
LH/45/22,http://www.wikidata.org/entity/Q3265342,132097528
LH/1041/3,http://www.wikidata.org/entity/Q3265503,131720340
LH/17/20,http://www.wikidata.org/entity/Q3270681,12017653k
LH/346/18,http://www.wikidata.org/entity/Q3270774,15372431p
LH/966/27,http://www.wikidata.org/entity/Q3270959,14834415t
LH/1564/72,http://www.wikidata.org/entity/Q3271139,171533168
LH/1537/90,http://www.wikidata.org/entity/Q3271141,12525986z
LH/1700/3,http://www.wikidata.org/entity/Q3271194,12622809p
LH/1660/45,http://www.wikidata.org/entity/Q3271252,13273157b
LH/2299/15,http://www.wikidata.org/entity/Q3271290,16567968w
19800035/564/64246,http://www.wikidata.org/entity/Q3271300,120993369
LH/2665/67,http://www.wikidata.org/entity/Q3271381,12333319j
LH/2700/45,http://www.wikidata.org/entity/Q3271611,13086066m
LH/2766/9,http://www.wikidata.org/entity/Q3271749,131816698
LH/683/79,http://www.wikidata.org/entity/Q3274943,14813861f
LH/1416/3,http://www.wikidata.org/entity/Q3287634,107452704
LH/365/68,http://www.wikidata.org/entity/Q3288728,150334516
19800035/429/57405,http://www.wikidata.org/entity/Q3288979,11008813s
19800035/570/64839,http://www.wikidata.org/entity/Q3289306,13498834k
LH/526/65,http://www.wikidata.org/entity/Q3292039,10614909z
LH/2288/88,http://www.wikidata.org/entity/Q3292357,10654615w
LH/819/40,http://www.wikidata.org/entity/Q3293791,102139587
LH/2580/19,http://www.wikidata.org/entity/Q3295277,10746853f
LH/1854/34,http://www.wikidata.org/entity/Q3298619,14914969w
19800035/170/21891,http://www.wikidata.org/entity/Q3300423,103433184
19800035/796/90083,http://www.wikidata.org/entity/Q3300600,118975536
19800035/762/86509,http://www.wikidata.org/entity/Q3300614,11993283h
19800035/773/87634,http://www.wikidata.org/entity/Q3300862,12902919c
19800035/575/65342,http://www.wikidata.org/entity/Q3301489,12727779z
LH/1111/19,http://www.wikidata.org/entity/Q3308802,14974618d
19800035/1383/59764,http://www.wikidata.org/entity/Q3348824,10349826k
19800035/187/24388,http://www.wikidata.org/entity/Q3370254,13378373h
19800035/1216/40468,http://www.wikidata.org/entity/Q3370304,13842632j
19800035/1274/46841,http://www.wikidata.org/entity/Q3370422,12103674j
19800035/224/29605,http://www.wikidata.org/entity/Q3371523,165679306
19800035/232/30791,http://www.wikidata.org/entity/Q3371659,13211190f
19800035/248/33017,http://www.wikidata.org/entity/Q3371747,16580835c
19800035/183/23670,http://www.wikidata.org/entity/Q3371909,12001088x
LH/1988/19,http://www.wikidata.org/entity/Q3310461,12117539x
LH/1936/30,http://www.wikidata.org/entity/Q3324007,107322094
LH/532/5,http://www.wikidata.org/entity/Q3340588,122074802
LH/2046/73,http://www.wikidata.org/entity/Q3340649,12004214n
19800035/843/96440,http://www.wikidata.org/entity/Q3345821,13086634n
19800035/296/39739,http://www.wikidata.org/entity/Q3351899,155039091
19800035/834/95142,http://www.wikidata.org/entity/Q3351996,146464960
LH/46/29,http://www.wikidata.org/entity/Q3370495,118890386
LH/152/36,http://www.wikidata.org/entity/Q3370593,130231391
LH/308/63,http://www.wikidata.org/entity/Q3370707,12286251b
LH/369/96,http://www.wikidata.org/entity/Q3370742,10428443k
LH/864/2,http://www.wikidata.org/entity/Q3371139,16268559j
19800035/437/58523,http://www.wikidata.org/entity/Q3371158,135585761
LH/738/55,http://www.wikidata.org/entity/Q3371202,12553420s
LH/1274/32,http://www.wikidata.org/entity/Q3371447,13210809f
LH/2470/50,http://www.wikidata.org/entity/Q3371524,10608772x
LH/1366/55,http://www.wikidata.org/entity/Q3371534,12241162p
LH/1610/15,http://www.wikidata.org/entity/Q3371692,121709267
LH/2016/25,http://www.wikidata.org/entity/Q3371932,14919710w
19800035/624/71718,http://www.wikidata.org/entity/Q3371995,10284906p
19800035/624/71718,http://www.wikidata.org/entity/Q3371995,121350593
LH/2188/46,http://www.wikidata.org/entity/Q3372019,12459403g
19800035/610/68864,http://www.wikidata.org/entity/Q3372314,12004518v
LH/371/20,http://www.wikidata.org/entity/Q3372461,129797863
LH/1221/39,http://www.wikidata.org/entity/Q3372678,14959622f
LH/1397/45,http://www.wikidata.org/entity/Q3372727,125599469
LH/1523/48,http://www.wikidata.org/entity/Q3379133,12545371p
LH/1121/47,http://www.wikidata.org/entity/Q3379908,12273858g
19800035/1188/37458,http://www.wikidata.org/entity/Q3380782,126423478
19800035/261/34778,http://www.wikidata.org/entity/Q3380783,123366805
LH/1626/61,http://www.wikidata.org/entity/Q3381015,12341832v
LH/2135/37,http://www.wikidata.org/entity/Q3382964,136319797
LH/146/78,http://www.wikidata.org/entity/Q3382997,10747203g
LH/1396/83,http://www.wikidata.org/entity/Q3383045,10668380p
LH/2288/84,http://www.wikidata.org/entity/Q3188873,12552419b
LH/2516/4,http://www.wikidata.org/entity/Q3188910,13009310w
LH/117/52,http://www.wikidata.org/entity/Q3189349,10299358p
LH/1022/15,http://www.wikidata.org/entity/Q3189497,10394987w
19800035/1231/41957,http://www.wikidata.org/entity/Q3190486,121877106
LH/905/32,http://www.wikidata.org/entity/Q3190891,13034459x
LH/1336/37,http://www.wikidata.org/entity/Q3220007,10314480f
19800035/1162/32991,http://www.wikidata.org/entity/Q3260771,12774617f
19800035/0011/1390,http://www.wikidata.org/entity/Q3290728,120903453
19800035/1152/31753,http://www.wikidata.org/entity/Q3293390,148282120
19800035/1305/50723,http://www.wikidata.org/entity/Q3300488,13078592t
19800035/253/33790,http://www.wikidata.org/entity/Q3260288,10778333j
19800035/253/33790,http://www.wikidata.org/entity/Q3260288,14970252h
LH/2582/59,http://www.wikidata.org/entity/Q3260396,12779157h
19800035/722/82119,http://www.wikidata.org/entity/Q3260462,13388059b
LH/2282/40,http://www.wikidata.org/entity/Q3260482,13011330s
LH/899/56,http://www.wikidata.org/entity/Q3260611,17794952w
19800035/693/79257,http://www.wikidata.org/entity/Q3260648,11911900s
LH/1871/50,http://www.wikidata.org/entity/Q3260719,10589985j
LH/7/47,http://www.wikidata.org/entity/Q3260970,14065307d
LH/277/71,http://www.wikidata.org/entity/Q3260973,170375135
19800035/243/32269,http://www.wikidata.org/entity/Q3261358,10649555v
LH/661/49,http://www.wikidata.org/entity/Q3261649,13089052n
LH/1225/30,http://www.wikidata.org/entity/Q3262167,10696987w
LH/102/62,http://www.wikidata.org/entity/Q3262177,13480314f
LH/102/62,http://www.wikidata.org/entity/Q3262177,15288866x
LH/1290/62,http://www.wikidata.org/entity/Q3262179,12488979g
LH/2397/28,http://www.wikidata.org/entity/Q3262388,125348979
LH/1793/72,http://www.wikidata.org/entity/Q3262792,14913624v
LH/2081/46,http://www.wikidata.org/entity/Q3262860,12347080z
19800035/448/59964,http://www.wikidata.org/entity/Q3262985,11032274h
19800035/448/59964,http://www.wikidata.org/entity/Q3262985,177823338
LH/2530/73,http://www.wikidata.org/entity/Q3263128,12532813z
19800035/952/10609,http://www.wikidata.org/entity/Q3263152,12195962q
19800035/348/46855,http://www.wikidata.org/entity/Q3263159,12889625n
LH/799/71,http://www.wikidata.org/entity/Q3263206,16513424w
19800035/1453/67999,http://www.wikidata.org/entity/Q3265397,12406046w
LH/542/35,http://www.wikidata.org/entity/Q3270452,12483336b
19800035/847/97039,http://www.wikidata.org/entity/Q3270613,150700605
LH/1170/59,http://www.wikidata.org/entity/Q3270688,12519637p
LH/622/58,http://www.wikidata.org/entity/Q3270849,14972017x
LH/638/83,http://www.wikidata.org/entity/Q3270857,14972097d
LH/903/45,http://www.wikidata.org/entity/Q3270943,10498484m
LH/2041/26,http://www.wikidata.org/entity/Q3271244,12629678n
19800035/749/84945,http://www.wikidata.org/entity/Q3271303,11922232x
19800035/750/85078,http://www.wikidata.org/entity/Q3271332,16933672d
LH/1719/10,http://www.wikidata.org/entity/Q3271600,123372046
LH/2392/57,http://www.wikidata.org/entity/Q3271609,106987169
C/0/34,http://www.wikidata.org/entity/Q3271789,125726199
LH/1937/15,http://www.wikidata.org/entity/Q3271857,178126732
19800035/543/62107,http://www.wikidata.org/entity/Q3286809,110607203
LH/410/100,http://www.wikidata.org/entity/Q3287763,111970946
LH/410/100,http://www.wikidata.org/entity/Q3287763,125620392
19800035/213/27994,http://www.wikidata.org/entity/Q3288641,127300933
19800035/580/65835,http://www.wikidata.org/entity/Q3288784,14672793f
LH/1177/14,http://www.wikidata.org/entity/Q3288997,16582393n
19800035/738/83792,http://www.wikidata.org/entity/Q3289018,13015001b
LH/1231/2,http://www.wikidata.org/entity/Q3291723,11906305v
LH/2663/36,http://www.wikidata.org/entity/Q3291757,132123531
LH/1103/35,http://www.wikidata.org/entity/Q3292605,15598771z
19800035/264/35281,http://www.wikidata.org/entity/Q3292606,138936842
LH/1070/21,http://www.wikidata.org/entity/Q3292818,166045967
19800035/211/27725,http://www.wikidata.org/entity/Q3295254,16605178f
19800035/400/53549,http://www.wikidata.org/entity/Q3297026,126173784
LH/1280/35,http://www.wikidata.org/entity/Q3298571,130849100
LH/1616/89,http://www.wikidata.org/entity/Q3298917,17756916p
LH/960/34,http://www.wikidata.org/entity/Q3300778,14891608m
LH/1799/20,http://www.wikidata.org/entity/Q3301152,12539113q
19800035/567/64564,http://www.wikidata.org/entity/Q3301199,105323092
19800035/185/24108,http://www.wikidata.org/entity/Q3301290,119205370
19800035/340/45827,http://www.wikidata.org/entity/Q3302161,11620703q
19800035/735/83440,http://www.wikidata.org/entity/Q3302224,127285309
LH/762/32,http://www.wikidata.org/entity/Q3302549,122352276
19800035/0103/12906,http://www.wikidata.org/entity/Q3371425,15107508v
LH/5/16,http://www.wikidata.org/entity/Q3308781,113351060
19800035/456/61011,http://www.wikidata.org/entity/Q3309213,12463046d
LH/2161/65,http://www.wikidata.org/entity/Q3309686,13012734h
19800035/1093/25553,http://www.wikidata.org/entity/Q3310804,121748634
LH/390/19,http://www.wikidata.org/entity/Q3330992,13891961r
LH/1187/33,http://www.wikidata.org/entity/Q3332617,14975008p
19800035/752/85263,http://www.wikidata.org/entity/Q3336053,106246603
19800035/731/83017,http://www.wikidata.org/entity/Q3339891,14762202w
LH/2266/38,http://www.wikidata.org/entity/Q3340539,123175785
LH/2286/82,http://www.wikidata.org/entity/Q3340766,10745610c
19800035/885/3789,http://www.wikidata.org/entity/Q3340828,10560122v
LH/1216/27,http://www.wikidata.org/entity/Q3345829,13423570z
LH/65/4,http://www.wikidata.org/entity/Q3348817,15116417h
LH/409/53,http://www.wikidata.org/entity/Q3348827,10495324r
LH/463/68,http://www.wikidata.org/entity/Q3348850,15302958n
LH/2574/11,http://www.wikidata.org/entity/Q3348863,126415765
LH/1917/26,http://www.wikidata.org/entity/Q3365040,119166303
LH/637/34,http://www.wikidata.org/entity/Q3368909,10734203j
LH/642/28,http://www.wikidata.org/entity/Q3370230,11955954h
19800035/596/67492,http://www.wikidata.org/entity/Q3370238,130042301
LH/1617/24,http://www.wikidata.org/entity/Q3370318,166302602
LH/2139/15,http://www.wikidata.org/entity/Q3370324,12631353r
19800035/93/11590,http://www.wikidata.org/entity/Q3370355,14841281j
19800035/153/19553,http://www.wikidata.org/entity/Q3370424,13542180h
19800035/857/779,http://www.wikidata.org/entity/Q3370430,118935072
LH/101/32,http://www.wikidata.org/entity/Q3370554,14968833m
LH/618/22,http://www.wikidata.org/entity/Q65643459,10347633t
LH/204/45,http://www.wikidata.org/entity/Q65962778,12728608d
LH/2411/40,http://www.wikidata.org/entity/Q66115500,10747357p
LH/2387/4,http://www.wikidata.org/entity/Q66817166,11346573p
LH/2334/10,http://www.wikidata.org/entity/Q69810182,17801889j
19800035/0081/10072,http://www.wikidata.org/entity/Q72737160,13329911t
LH/1259/48,http://www.wikidata.org/entity/Q72740101,10355397z
LH/1946/41,http://www.wikidata.org/entity/Q76161157,124826912
LH/535/74,http://www.wikidata.org/entity/Q78903138,137441403
LH/2489/38,http://www.wikidata.org/entity/Q79418608,16947035q
LH/2285/12,http://www.wikidata.org/entity/Q80925157,13457978d
19800035/89/11115,http://www.wikidata.org/entity/Q81826929,16991268t
19800035/245/32585,http://www.wikidata.org/entity/Q81937812,12393412n
19800035/640/73916,http://www.wikidata.org/entity/Q83698254,113309645
LH/1914/21,http://www.wikidata.org/entity/Q84553450,166554053
LH/773/17,http://www.wikidata.org/entity/Q84706095,14972917d
LH/2193/10,http://www.wikidata.org/entity/Q87709893,178222348
19800035/176/22721,http://www.wikidata.org/entity/Q88089016,112986212
19800035/355/47715,http://www.wikidata.org/entity/Q88399765,12103893c
LH/1971/41,http://www.wikidata.org/entity/Q89492335,106980767
LH/2745/96,http://www.wikidata.org/entity/Q89510877,10580057n
19800035/1478/71553,http://www.wikidata.org/entity/Q89701022,13428169v
19800035/1194/38106,http://www.wikidata.org/entity/Q89984984,10414569c
19800035/1294/49569,http://www.wikidata.org/entity/Q90150370,13456955h
19800035/576/65433,http://www.wikidata.org/entity/Q91821947,12350081t
LH/78/82,http://www.wikidata.org/entity/Q91913354,10598577s
LH/2661/27,http://www.wikidata.org/entity/Q93602248,16223677q
LH/936/54,http://www.wikidata.org/entity/Q93844904,10498706n
19800035/264/35295,http://www.wikidata.org/entity/Q93950810,10433581d
19800035/326/43910,http://www.wikidata.org/entity/Q94075922,12976717j
LH/1500/91,http://www.wikidata.org/entity/Q94294335,15733219c
LH/1708/45,http://www.wikidata.org/entity/Q94640004,10693105s
LH/1509/53,http://www.wikidata.org/entity/Q94914553,10529142t
LH/1509/53,http://www.wikidata.org/entity/Q94914553,13435735p
LH/2769/59,http://www.wikidata.org/entity/Q504,119297200
LH/2457/62,http://www.wikidata.org/entity/Q4605,11891564d
LH/1326/47,http://www.wikidata.org/entity/Q6694,119080343
C/0/15,http://www.wikidata.org/entity/Q12680,12137282n
19800035/2/134,http://www.wikidata.org/entity/Q18410,139727647
LH/209/76,http://www.wikidata.org/entity/Q18425,12276589n
LH/488/10,http://www.wikidata.org/entity/Q20710,12424494s
LH/1335/27,http://www.wikidata.org/entity/Q23380,12015522j
LH/2654/33,http://www.wikidata.org/entity/Q27723,10748011s
LH/1968/50,http://www.wikidata.org/entity/Q31258,119172667
LH/695/18,http://www.wikidata.org/entity/Q33477,118991616
LH/2300/69,http://www.wikidata.org/entity/Q39931,12529742r
LH/1477/83,http://www.wikidata.org/entity/Q44481,119110516
LH/1723/47,http://www.wikidata.org/entity/Q51505,131880110
19800035/1373/58673,http://www.wikidata.org/entity/Q74670,13174268b
LH/673/3,http://www.wikidata.org/entity/Q83155,125243831
LH/1648/38,http://www.wikidata.org/entity/Q92127,10729353c
19800035/169/21742,http://www.wikidata.org/entity/Q104575,12560178r
LH/1549/67,http://www.wikidata.org/entity/Q115971,139293565
LH/103/37,http://www.wikidata.org/entity/Q115995,119664010
LH/496/58,http://www.wikidata.org/entity/Q116350,10686160f
19800035/255/34043,http://www.wikidata.org/entity/Q123894,12316631j
LH/213/12,http://www.wikidata.org/entity/Q124411,124621186
LH/151/54,http://www.wikidata.org/entity/Q127539,118907354
19800035/172/22143,http://www.wikidata.org/entity/Q135640,11911085h
LH/776/39,http://www.wikidata.org/entity/Q138791,12567400b
19800035/1445/67185,http://www.wikidata.org/entity/Q95572565,103959754
LH/2472/37,http://www.wikidata.org/entity/Q96096048,12436933n
LH/676/8,http://www.wikidata.org/entity/Q98518252,14675591x
19800035/430/57532,http://www.wikidata.org/entity/Q98755187,119067785
LH/933/17,http://www.wikidata.org/entity/Q98776763,13794856f
LH/176/44,http://www.wikidata.org/entity/Q98804004,13546105q
LH/1868/1,http://www.wikidata.org/entity/Q98822794,13445719n
LH/2066/51,http://www.wikidata.org/entity/Q98908475,129896563
LH/2060/32,http://www.wikidata.org/entity/Q99317972,10480643f
19800035/1309/51458,http://www.wikidata.org/entity/Q99494682,11091752k
19800035/875/2712,http://www.wikidata.org/entity/Q101244893,134287565
19800035/734/83376,http://www.wikidata.org/entity/Q101555536,17856817x
LH/2540/4,http://www.wikidata.org/entity/Q104288429,10720986t
LH/2540/4,http://www.wikidata.org/entity/Q104288429,11999096r
19800035/189/24619,http://www.wikidata.org/entity/Q104348116,10389386w
19800035/1283/48136,http://www.wikidata.org/entity/Q104370514,11842033z
19800035/932/8606,http://www.wikidata.org/entity/Q104376109,10943476m
LH/518/48,http://www.wikidata.org/entity/Q104388782,113339328
LH/1840/47,http://www.wikidata.org/entity/Q104437408,154086422
LH/356/99,http://www.wikidata.org/entity/Q104520175,107302712
19800035/917/7060,http://www.wikidata.org/entity/Q104522967,13392388h
19800035/7/875,http://www.wikidata.org/entity/Q104771386,15949722n
19800035/235/31204,http://www.wikidata.org/entity/Q105094955,103645290
