leonoreid,diplome
LH/62/7,
19800035/990/14581,
LH/335/68,
19800035/8/915,
19800035/617/69872,
19800035/1212/39851,
19800035/458/61311,
LH/710/31,
LH/789/19,
19800035/803/91163,
19800035/193/25205,
LH/962/36,
LH/919/55,
LH/203/60,
LH/1220/4,
19800035/731/83080,
LH/1432/53,
19800035/235/31105,
19800035/1014/17171,
LH/1616/30,
LH/1704/37,
LH/1710/13,
LH/1725/27,
LH/1777/29,
19800035/178/23024,
19800035/446/59687,
LH/1980/52,
LH/2034/62,
19800035/569/64725,
19800035/185/24024,
19800035/122/15467,
LH/2276/39,
LH/2515/16,
19800035/1234/42511,
LH/2679/57,
LH/2705/4,
LH/49/20,
19800035/134/16891,
LH/504/23,
LH/691/35,
LH/1276/77,
19800035/400/53609,
19800035/1230/41818,
LH/1357/29,
LH/10/19,
LH/2490/15,
LH/2381/35,
LH/888/19,
LH/901/16,
LH/729/86,
LH/997/95,
LH/699/13,
LH/699/12,
LH/1469/6,
LH/1815/43,
LH/2079/20,
LH/601/54,
19800035/51/6234,
19800035/1069/23058,
19800035/204/26635,
LH/234/41,
LH/334/26,
19800035/732/83101,
19800035/374/50237,
LH/434/67,
LH/2439/68,
19800035/759/86139,
LH/607/66,
19800035/636/73519,
19800035/442/59107,
LH/861/34,
19800035/869/2135,
19800035/1445/67190,
LH/1175/55,
19800035/1008/16451,
19800035/247/32879,
19800035/1428/65172,
19800035/177/22815,
LH/1825/60,
LH/2028/45,
19800035/1023/18175,
19800035/1244/43511,
19800035/269/35982,
19800035/123/15513,
LH/2282/60,
19800035/1393/60951,
19800035/399/53490,
19800035/124/15603,
19800035/817/92945,
19800035/1327/53759,
LH/391/56,
19800035/259/34600,
19800035/1214/40059,
LH/2056/47,
19800035/1089/25127,
19800035/209/27388,
19800035/454/60744,
LH/481/17,
19800035/1150/31485,
LH/1228/8,
19800035/416/55700,
19800035/305/41070,
LH/466/25,
LH/466/25,
19800035/1473/70604,
C/0/35,
LH/2337/27,
19800035/158/20166,
LH/586/38,
LH/2087/73,
19800035/1121/28324,
19800035/762/86573,
19800035/89/11133,
LH/2180/31,
LH/572/68,
LH/15/13,
LH/150/17,
19800035/438/58593,
19800035/1457/68397,
LH/32/91,
19800035/215/28145,
LH/1037/98,
LH/1037/98,
LH/62/14,
19800035/165/21217,
LH/114/55,
19800035/1416/63731,
LH/213/18,
LH/228/23,
19800035/1435/66077,
19800035/418/55882,
19800035/1286/48472,
LH/353/27,
19800035/7/854,
19800035/7/840,
C/0/24,
19800035/577/65585,
LH/408/9,
19800035/317/42708,
19800035/1333/54511,
LH/469/61,
LH/494/21,
19800035/134/16949,
LH/555/80,
LH/607/13,
19800035/989/14531,
19800035/585/66382,
LH/685/37,
19800035/459/61427,
LH/726/63,
LH/734/25,
LH/731/60,
LH/756/3,
19800035/142/17971,
LH/773/64,
LH/795/4,
LH/815/4,
LH/831/24,
LH/1192/64,
19800035/462/61812,
19800035/804/91249,
LH/251/35,
LH/228/24,
19800035/203/26628,
LH/920/1,
19800035/1314/51975,
19800035/542/62092,
LH/997/85,
LH/734/29,
19800035/108/13563,
19800035/543/62169,
19800035/444/59494,
19800035/546/62466,
LH/1229/79,
19800035/1206/39273,
19800035/1454/68168,
19800035/980/13559,
19800035/111/14033,
LH/1613/64,
19800035/1221/40975,
19800035/175/22552,
LH/1304/84,
LH/1312/60,
LH/1317/47,
LH/1291/50,
19800035/1185/37124,
19800035/1037/19585,
LH/1362/63,
LH/833/57,
19800035/1260/45339,
LH/2789/50,
19800035/433/57961,
19800035/983/13856,
LH/1528/11,
LH/1583/57,
19800035/191/24912,
19800035/733/83262,
LH/1574/64,
LH/1554/17,
19800035/306/41186,
19800035/192/25049,
19800035/26/3338,
LH/1652/59,
LH/1389/38,
19800035/889/4168,
19800035/552/63060,
19800035/1304/50655,
19800035/555/63365,
LH/679/66,
19800035/1039/19802,
19800035/195/25529,
LH/1879/42,
LH/1928/21,
19800035/1390/60441,
19800035/700/79954,
LH/1967/57,
19800035/775/87776,
19800035/810/92095,
19800035/1177/36227,
19800035/35/4457,
19800035/1430/65526,
19800035/1054/21373,
LH/1341/65,
19800035/284/38049,
19800035/206/27070,
19800035/97/12168,
19800035/37/4708,
19800035/804/91297,
19800035/237/31415,
LH/542/32,
LH/542/30,
19800035/1230/41830,
19800035/124/15605,
LH/2331/30,
19800035/659/75842,
19800035/43/5383,
LH/2397/69,
LH/2428/47,
LH/2413/77,
19800035/1394/61068,
LH/2281/34,
LH/2277/23,
19800035/1356/57010,
19800035/1357/57123,
LH/2546/47,
LH/2555/66,
LH/2571/18,
19800035/711/81023,
19800035/1124/28898,
19800035/1249/44230,
LH/2654/77,
19800035/49/6037,
LH/2675/101,
LH/2683/64,
19800035/260/34716,
19800035/787/88941,
LH/2718/7,
19800035/760/86262,
19800035/626/72436,
19800035/1289/48975,
LH/80/39,
LH/473/77,
LH/1113/52,
19800035/265/35413,
LH/2542/11,
LH/102/34,
LH/725/48,
LH/859/34,
LH/1077/8,
19800035/681/78039,
LH/178/69,
LH/703/65,
LH/434/59,
LH/384/31,
LH/87/30,
LH/101/81,
LH/99/29,
LH/386/43,
19800035/197/25797,
LH/751/53,
19800035/619/70294,
19800035/771/87423,
LH/1054/36,
LH/2727/31,
LH/6/80,
19800035/866/1763,
19800035/1364/57724,
LH/2194/23,
19800035/651/75068,
LH/2200/72,
LH/971/60,
19800035/1449/67711,
LH/1743/25,
LH/2783/189,
19800035/991/14718,
LH/682/8,
LH/682/8,
LH/2282/76,
LH/962/27,
LH/1661/55,
LH/559/114,
LH/1957/9,
LH/246/15,
LH/1356/52,
LH/2787/36,
LH/2719/3,
LH/2400/68,
LH/370/58,
LH/945/27,
LH/262/11,
LH/2080/29,
LH/37/69,
LH/2780/78,
19800035/938/9188,
LH/274/27,
LH/288/2,
LH/266/35,
LH/421/17,
LH/501/86,
LH/587/76,
LH/670/22,
LH/742/17,
LH/818/27,
LH/1736/76,
LH/2397/50,
LH/1353/67,
LH/1435/67,
LH/1658/39,
LH/1637/35,
LH/433/56,
LH/2576/45,
LH/1715/22,
19800035/388/51981,
LH/1736/77,
19800035/297/39972,
LH/2711/42,
LH/1594/41,
LH/356/96,
LH/2790/82,
LH/2671/34,
LH/2324/70,
LH/2288/22,
19800035/135/17044,
LH/2195/24,
LH/1966/50,
19800035/289/38811,
19800035/614/69285,
19800035/626/72470,
19800035/1276/47113,
19800035/200/26191,
LH/297/18,
LH/486/2,
19800035/119/15015,
19800035/1001/15813,
LH/641/17,
LH/624/82,
19800035/1255/44801,
LH/731/67,
19800035/1304/50598Bis,
LH/803/77,
19800035/0346/46511,
LH/824/11,
LH/2193/6,
LH/988/53,
LH/1022/14,
19800035/543/62101,
LH/1056/45,
LH/1097/17,
LH/1157/77,
19800035/167/21535,
LH/1174/11,
LH/1299/25,
LH/1500/7,
LH/1487/69,
LH/1576/40,
LH/1472/42,
LH/2788/95,
19800035/188/24439,
LH/1511/88,
LH/1652/23,
19800035/741/84177,
LH/1681/76,
LH/1678/64,
LH/1715/21,
LH/1696/8,
LH/1804/1,
LH/1972/54,
LH/1994/40,
LH/2026/36,
LH/1421/23,
19800035/36/4598,
19800035/1217/40560,
LH/2176/20,
19800035/1432/65754,
19800035/1239/43040,
19800035/206/27031,
LH/2079/74,
19800035/258/34389,
LH/2397/33,
LH/2339/40,
LH/2476/52,
19800035/44/5510,
LH/2616/5,
LH/2655/46,
LH/2674/43,
19800035/745/84581,
LH/2762/52,
LH/2600/43,
LH/1922/31,
LH/2387/34,
LH/272/76,
19800035/300/40372,
19800035/1158/32319,
LH/619/49,
19800035/1296/49859,
LH/1659/62,
LH/1742/72,
19800035/880/3238,
LH/492/70,
LH/1153/21,
LH/1048/27,
19800035/45/5607,
19800035/86/10722,
LH/1106/13,
19800035/971/12621,
19800035/1012/16994,
LH/1731/2,
19800035/303/40749,
19800035/435/58145,
LH/1967/55,
LH/1561/1,
LH/451/15,
19800035/593/67166,
LH/2231/70,
LH/818/59,
19800035/234/31087,
LH/1574/66,
LH/1466/37,
19800035/140/17732,
19800035/1323/53174,
LH/683/38,
LH/276/68,
LH/885/58,
19800035/249/33164,
LH/1718/18,
LH/2212/22,
19800035/141/17888,
19800035/310/41725,
LH/1361/74,
LH/1512/74,
LH/1766/78,
LH/254/70,
LH/2282/85,
LH/837/47,
LH/1948/69,
LH/501/77,
LH/501/77,
19800035/245/32630,
19800035/848/97101,
LH/693/56,
LH/1182/12,
LH/1653/37,
LH/156/75,
19800035/214/28070,
19800035/1359/57296,
LH/2638/84,
19800035/372/49925,
19800035/803/91136,
LH/86/84,
19800035/54/6585,
LH/91/54,
19800035/1129/29382,
19800035/435/58196,
LH/153/21,
LH/183/51,
LH/183/51,
19800035/279/37368,
LH/205/9,
LH/246/1,
LH/260/49,
19800035/375/50346,
LH/264/63,
LH/276/27,
19800035/1076/23807,
19800035/175/22639,
19800035/189/24586,
LH/382/14,
LH/393/10,
19800035/966/12071,
LH/652/53,
LH/417/30,
19800035/1086/24765,
LH/427/36,
LH/469/53,
LH/486/61,
LH/488/60,
19800035/244/32481,
19800035/215/28223,
19800035/1466/69697,
LH/525/74,
LH/544/28,
LH/558/64,
19800035/102/12866,
LH/568/68,
LH/569/30,
LH/581/10,
19800035/726/82548,
19800035/930/8356,
LH/597/13,
LH/674/74,
LH/675/84,
LH/680/24,
19800035/1306/50913,
19800035/141/17879,
19800035/1004/16049,
19800035/932/8643,
19800035/216/28332,
LH/765/68,
19800035/868/2013,
LH/778/49,
LH/1450/49,
LH/789/4,
LH/800/13,
19800035/462/61766,
LH/852/37,
LH/872/7,
19800035/231/30671,
LH/888/8,
LH/907/26,
LH/411/38,
19800035/808/91743,
LH/992/3,
19800035/729/82855,
LH/1025/39,
LH/494/18,
LH/308/71,
19800035/443/59295,
LH/1125/52,
LH/803/70,
LH/1461/40,
19800035/231/30635,
LH/1075/58,
LH/1070/53,
19800035/614/69226,
LH/316/86,
LH/1148/43,
LH/1153/22,
LH/580/87,
19800035/151/19279,
LH/1195/36,
LH/1195/33,
LH/1213/13,
LH/1245/29,
LH/1285/17,
19800035/883/3596,
LH/1305/56,
19800035/256/34096,
19800035/1473/70645,
LH/1328/20,
LH/1175/71,
LH/153/47,
LH/1347/59,
LH/346/66,
19800035/216/28330,
LH/290/19,
LH/1369/77,
19800035/1304/50607,
LH/134/63,
19800035/173/22288,
19800035/406/54323,
LH/1488/52,
19800035/1181/36770,
LH/1564/3,
19800035/1440/66695,
19800035/23/2876,
19800035/188/24435,
LH/1593/5,
LH/1643/26,
LH/1641/58,
LH/1645/66,
19800035/1266/45936,
19800035/996/15236,
19800035/293/39429,
LH/1670/43,
19800035/130/16499,
LH/1702/6,
19800035/1412/63204,
19800035/773/87563,
LH/403/2,
19800035/973/12809,
LH/963/37,
LH/1590/16,
LH/1744/4,
LH/1775/36,
19800035/1016/17450,
19800035/1097/25912,
19800035/977/13268,
19800035/559/63732,
LH/1834/45,
19800035/1479/71671,
LH/1855/61,
LH/1865/45,
19800035/93/11652,
LH/1899/59,
19800035/813/92502,
19800035/1231/41943,
19800035/1277/47257,
LH/1964/19,
19800035/1145/30991,
19800035/339/45608,
LH/1981/26,
19800035/131/16546,
LH/2050/9,
LH/2052/4,
19800035/1181/36712,
19800035/655/75475,
19800035/747/84772,
LH/2083/75,
19800035/1232/42135,
LH/2774/23,
LH/981/14,
LH/2337/53,
LH/662/13,
19800035/207/27109,
19800035/259/34468,
LH/2189/35,
19800035/570/64877,
LH/2209/27,
LH/2242/11,
LH/2239/2,
19800035/295/39720,
19800035/1234/42380,
19800035/237/31470,
19800035/1232/42202,
LH/2300/6,
LH/2310/12,
19800035/229/30290,
LH/2328/27,
19800035/1056/21670,
LH/2387/47,
19800035/1237/42829,
LH/2307/25,
19800035/1320/52815,
LH/2440/18,
19800035/395/52942,
19800035/210/27532,
19800035/210/27558,
LH/2512/53,
LH/2521/38,
LH/2519/23,
19800035/48/5855,
19800035/764/86823,
19800035/750/85046,
19800035/967/12257,
19800035/1370/58436,
LH/2639/46,
LH/2676/28,
LH/2687/60,
19800035/260/34601,
LH/2705/64,
LH/1552/23,
LH/2708/47,
LH/2753/37,
19800035/759/86106,
LH/2770/14,
LH/4/4,
19800035/446/59754,
LH/430/28,
LH/436/80,
LH/449/21,
LH/884/51,
LH/995/53,
19800035/153/19499,
LH/2617/35,
LH/2777/55,
19800035/90/11317,
19800035/28/3535,
LH/1859/15,
19800035/653/75282,
LH/2132/4,
LH/2192/20,
LH/2361/11,
19800035/1290/49136,
LH/2426/16,
LH/536/38,
LH/750/89,
LH/270/9,
LH/6/15,
LH/653/45,
LH/24/74,
LH/358/10,
19800035/245/32598,
LH/772/60,
LH/107/74,
LH/186/66,
19800035/364/48968,
LH/519/7,
LH/1974/60,
LH/633/59,
LH/459/63,
LH/665/2,
19800035/1420/64163,
LH/2794/29,
LH/1010/62,
19800035/915/6890,
LH/1195/34,
LH/1275/78,
LH/1348/53,
LH/1621/55,
LH/1736/47,
LH/1725/28,
LH/1753/13,
LH/1838/34,
19800035/308/41412,
19800035/1190/37667,
LH/2184/53,
LH/277/31,
LH/2397/23,
LH/713/49,
LH/1616/26,
LH/1505/62,
LH/818/53,
LH/1508/10,
LH/588/30,
LH/2429/45,
19800035/1226/41402,
19800035/1144/30925,
LH/552/50,
19800035/1336/54865,
19800035/1437/66349,
LH/1717/51,
LH/2444/15,
LH/2310/62,
LH/2396/57,
LH/1295/59,
19800035/96/12085,
LH/2383/73,
LH/912/45,
LH/244/72,
LH/169/28,
LH/1743/21,
LH/552/49,
LH/775/54,
LH/866/72,
LH/1084/10,
LH/1068/49,
LH/1260/36,
LH/2016/3,
LH/1470/35,
LH/1509/95,
LH/1696/10,
LH/1671/78,
LH/1932/66,
LH/1935/29,
LH/1935/59,
LH/2628/20,
19800035/755/85634,
LH/2397/34,
LH/2420/58,
LH/2497/18,
LH/2577/29,
LH/120/2,
LH/1912/39,
LH/205/8,
LH/667/85,
LH/2336/33,
LH/2336/33,
LH/1631/7,
LH/1967/38,
LH/1987/24,
LH/2468/13,
LH/15/52,
LH/647/55,
LH/1537/41,
LH/2473/48,
19800035/836/95342,
LH/2778/28,
19800035/1280/47639,
19800035/1280/47639,
19800035/788/89075,
LH/410/8,
LH/1163/48,
LH/2770/11,
LH/2563/58,
LH/1554/13,
LH/2370/5,
LH/150/42,
LH/1016/44,
LH/1852/1,
LH/1916/57,
LH/492/11,
19800035/1462/68940,
LH/1606/17,
19800035/895/4745,
LH/1348/84,
LH/1349/25,
LH/586/105,
LH/755/38,
19800035/1071/23261,
LH/773/53,
LH/2324/12,
LH/311/41,
19800035/1464/69369,
19800035/1464/69369,
LH/2172/7,
LH/1672/62,
LH/2720/30,
19800035/1119/28150,
LH/49/61,
LH/945/42,
LH/196/29,
LH/2027/52,
LH/140/84,
LH/337/51,
LH/1305/9,
LH/1360/40,
LH/887/3,
LH/2476/76,
19800035/27/3466,
LH/433/71,
19800035/6/669,
LH/2627/19,
LH/2554/43,
19800035/988/14392,
LH/2717/32,
LH/2734/40,
19800035/47/5787,
19800035/458/61257,
LH/974/21,
LH/646/4,
LH/1077/23,
LH/2573/42,
LH/2778/39,
LH/2656/28,
LH/1627/58,
LH/235/54,
LH/1341/69,
LH/1912/12,
LH/1845/1,
LH/718/57,
LH/309/62,
LH/720/47,
LH/472/42,
LH/1742/41,
LH/92/56,
LH/2224/57,
19800035/233/30945,
LH/127/27,
LH/164/10,
LH/1517/31,
LH/2367/2,
LH/227/53,
LH/349/59,
LH/66/57,
LH/2788/172,
C/0/44,
C/0/44,
LH/1875/40,
LH/2793/168,
LH/108/7,
LH/504/27,
LH/1324/28,
19800035/218/28621,
LH/1694/26,
LH/844/24,
LH/453/103,
LH/1618/33,
LH/2501/58,
LH/82/13,
LH/2021/40,
LH/549/50,
LH/1435/46,
LH/246/9,
LH/2378/5,
LH/784/39,
LH/2704/80,
LH/76/69,
LH/102/65,
LH/112/39,
19800035/665/76472,
LH/164/16,
LH/163/16,
19800035/1416/63730,
19800035/853/406,
LH/189/40,
19800035/1439/66523,
LH/398/34,
19800035/1379/59327,
LH/1376/26,
19800035/1403/62148,
LH/364/84,
LH/705/47,
19800035/1312/51755,
19800035/1247/43954,
19800035/1036/19517,
LH/662/8,
LH/415/91,
LH/1766/49,
LH/686/70,
LH/750/22,
LH/803/34,
19800035/218/28593,
LH/822/57,
19800035/1449/67612,
19800035/815/92793,
LH/899/56,
LH/924/46,
19800035/1190/37650,
LH/2176/8,
19800035/683/78263,
LH/767/63,
LH/1597/51,
LH/1422/65,
LH/1023/25,
LH/1351/53,
LH/1844/8,
LH/392/95,
LH/1077/26,
LH/1077/26,
19800035/1471/70394,
LH/1278/57,
19800035/915/6838,
19800035/74/9186,
LH/249/10,
LH/1738/4,
LH/1221/89,
LH/1220/22,
LH/1405/14,
LH/1137/55,
LH/1524/11,
19800035/1239/13114,
LH/1546/17,
LH/2704/7,
19800035/575/65319,
LH/2606/66,
LH/1062/13,
LH/1964/30,
LH/2162/67,
LH/1750/32,
LH/698/74,
LH/1832/33,
LH/1899/48,
LH/1816/48,
19800035/1239/43054,
LH/1426/89,
LH/1157/21,
LH/169/84,
19800035/95/11960,
LH/2110/69,
LH/643/37,
LH/81/8,
LH/2025/46,
LH/2104/28,
LH/535/73,
LH/2776/16,
LH/1/77,
LH/2240/54,
19800035/879/3145,
LH/2260/72,
LH/2633/24,
LH/2780/114,
19800035/849/97292,
19800035/624/72149,
LH/2506/14,
LH/2516/3,
19800035/1348/56209,
19800035/625/72214,
19800035/217/28452,
LH/2455/40,
LH/2430/6,
19800035/1459/68658,
LH/1590/24,
LH/1616/87,
LH/1705/25,
LH/1919/41,
19800035/1214/40197,
LH/1346/44,
LH/218/1,
LH/152/63,
LH/1096/37,
LH/1594/40,
LH/226/18,
LH/124/56,
LH/538/8,
LH/2719/42,
LH/208/58,
LH/120/84,
LH/1123/43,
LH/495/67,
LH/495/67,
LH/1115/88,
LH/2610/13,
LH/1492/8,
LH/2005/34,
LH/2748/25,
LH/343/13,
LH/823/69,
LH/358/73,
LH/1178/46,
LH/2142/38,
LH/2057/19,
LH/229/39,
LH/456/10,
LH/1916/9,
LH/505/22,
LH/2272/49,
LH/2272/48,
LH/256/7,
LH/475/38,
LH/43/28,
LH/75/6,
LH/144/66,
LH/218/7,
LH/1126/45,
LH/267/6,
LH/276/29,
LH/313/14,
LH/332/48,
LH/321/5,
LH/385/37,
19800035/157/20139,
LH/2782/1,
LH/468/13,
LH/1774/21,
19800035/119/14981,
LH/570/34,
LH/460/19,
LH/648/48,
19800035/268/35801,
LH/787/44,
LH/2426/37,
LH/806/80,
LH/821/23,
LH/852/41,
LH/887/33,
LH/908/45,
LH/1840/16,
LH/1058/18,
LH/1154/55,
LH/1196/73,
LH/719/45,
LH/1106/59,
LH/1291/13,
LH/1297/90,
LH/1316/6,
LH/1331/56,
LH/1919/64,
LH/1339/77,
LH/1361/33,
LH/1351/7,
LH/299/15,
LH/2640/27,
LH/1370/61,
LH/1971/16,
LH/588/28,
LH/1469/77,
LH/1487/23,
19800035/667/76608,
LH/1523/54,
LH/150/23,
LH/1618/34,
LH/1639/10,
LH/2778/40,
LH/1755/2,
19800035/1270/46349,
19800035/1080/24245,
LH/869/57,
LH/1857/30,
LH/1878/21,
19800035/1080/24192,
LH/347/21,
LH/2006/42,
LH/2015/4,
19800035/249/33151,
LH/2757/46,
LH/308/54,
LH/1826/29,
LH/2265/38,
LH/2395/67,
LH/1408/24,
LH/2575/38,
LH/2593/7,
19800035/764/86826,
LH/2686/52,
LH/647/44,
LH/2720/54,
LH/1685/28,
LH/1539/23,
LH/1084/3,
LH/2447/38,
LH/1497/34,
LH/656/62,
LH/741/10,
19800035/643/74298,
LH/1470/47,
LH/1969/42,
LH/2116/51,
LH/2721/12,
LH/409/22,
LH/519/49,
LH/455/25,
LH/505/51,
LH/1428/60,
LH/1539/24,
LH/39/75,
LH/253/30,
LH/299/49,
LH/316/61,
LH/311/72,
LH/641/23,
LH/1037/86,
LH/1284/25,
LH/1284/49,
LH/1307/52,
LH/1342/9,
19800035/1065/22617,
LH/1369/68,
LH/1534/9,
LH/1466/79,
LH/1891/31,
LH/1839/32,
LH/1839/32,
LH/1918/46,
LH/2018/23,
LH/2202/5,
LH/2639/17,
LH/2707/67,
LH/2501/47,
LH/1291/30,
LH/2204/46,
19800035/379/50929,
LH/2071/47,
19800035/396/53053,
LH/642/93,
LH/1331/67,
LH/1331/67,
LH/610/25,
LH/1356/61,
LH/1686/7,
LH/907/44,
LH/1342/11,
LH/735/23,
LH/1331/21,
LH/1654/13,
LH/28/93,
19800035/1153/31812,
LH/321/66,
LH/761/66,
LH/878/69,
19800035/444/59389,
LH/1399/26,
LH/1623/74,
LH/1412/68,
LH/1750/35,
LH/1365/27,
LH/1499/39,
LH/170/47,
LH/1097/32,
LH/644/5,
LH/2128/15,
LH/2127/21,
LH/2556/76,
LH/2567/81,
LH/2702/8,
LH/2750/58,
LH/2692/73,
LH/22/22,
LH/937/20,
LH/347/34,
LH/410/97,
19800035/1450/67758,
LH/496/57,
LH/1217/17,
LH/817/8,
LH/817/6,
LH/830/33,
LH/896/45,
LH/1151/44,
LH/1288/22,
LH/1530/56,
LH/1663/3,
19800035/35/4413,
LH/2059/54,
19800035/624/71786,
19800035/1029/18763,
19800035/397/53186,
LH/425/37,
19800035/927/8107,
LH/2434/44,
LH/71/78,
LH/3/18,
LH/379/7,
19800035/434/58016,
LH/688/46,
LH/689/77,
19800035/127/15993,
LH/885/56,
LH/896/46,
LH/1452/77,
LH/1510/72,
19800035/248/33076,
LH/1885/37,
LH/2288/11,
LH/2334/37,
LH/2218/5,
LH/1632/62,
LH/84/7,
LH/242/52,
19800035/1007/16397,
19800035/142/18062,
LH/2416/60,
19800035/160/20557,
19800035/407/54410,
LH/2557/52,
LH/412/12,
LH/2308/57,
LH/46/70,
LH/74/65,
LH/92/2,
LH/124/73,
LH/2780/112,
LH/318/48,
LH/160/2,
LH/513/66,
LH/656/8,
LH/2794/52,
LH/783/42,
LH/887/32,
LH/1097/38,
LH/1344/21,
LH/1425/32,
LH/1679/11,
LH/1722/62,
LH/1724/56,
LH/1925/35,
19800035/1315/52174,
LH/2118/31,
LH/2774/1,
LH/2263/50,
LH/2508/30,
LH/1379/27,
19800035/1166/33087,
19800035/143/18200,
LH/224/13,
LH/478/83,
LH/1180/73,
LH/768/33,
19800035/147/18668,
LH/1042/38,
LH/394/18,
LH/1095/68,
LH/1266/39,
LH/98/7,
LH/2486/21,
19800035/51/6251,
LH/8/86,
LH/2171/50,
19800035/371/49870,
LH/2098/42,
19800035/1/13,
LH/30/20,
LH/2666/77,
LH/2465/2,
LH/380/47,
19800035/796/90136,
LH/131/66,
LH/2540/43,
19800035/1288/48790,
LH/44/45,
LH/1724/10,
LH/76/10,
LH/271/46,
LH/79/9,
LH/90/21,
LH/99/23,
19800035/1193/37986,
LH/2555/70,
LH/52/73,
LH/125/64,
LH/146/59,
LH/1342/10,
LH/354/69,
LH/1405/40,
LH/677/40,
LH/1481/109,
LH/424/9,
LH/2543/1,
LH/649/72,
LH/393/12,
LH/71/8,
LH/71/7,
LH/967/69,
LH/953/49,
LH/2706/47,
19800035/964/11874,
LH/49/63,
LH/151/8,
19800035/1361/57560,
19800035/1276/47103,
LH/174/28,
LH/558/9,
19800035/304/40921,
LH/191/22,
19800035/376/50413,
LH/2567/86,
19800035/3/390,
LH/210/10,
19800035/925/7841,
19800035/196/25577,
19800035/133/16782,
19800035/1212/39866,
LH/304/48,
19800035/1439/66511,
LH/308/43,
LH/313/15,
LH/331/61,
LH/1363/29,
LH/380/58,
19800035/278/37312,
19800035/1396/61418,
19800035/157/20131,
19800035/243/32372,
19800035/61/7456,
LH/443/20,
LH/463/82,
19800035/62/7567,
LH/486/57,
LH/674/73,
LH/1288/39,
LH/515/31,
LH/527/7,
19800035/634/73329,
19800035/918/7127,
19800035/678/77745,
LH/561/25,
19800035/1040/19904,
LH/578/18,
LH/2231/56,
19800035/1463/69139,
19800035/458/61224,
LH/599/70,
19800035/327/44084,
19800035/458/61240,
19800035/1038/19694,
LH/1194/50,
19800035/126/15927,
LH/658/38,
19800035/1057/21622,
LH/726/2,
LH/763/66,
LH/1644/14,
LH/2569/51,
19800035/452/60494,
LH/799/11,
LH/824/14,
LH/845/17,
19800035/588/66625,
LH/856/2,
LH/870/16,
LH/971/74,
19800035/135/17140,
19800035/326/43954,
LH/894/65,
LH/228/44,
LH/826/73,
LH/826/73,
19800035/1112/27355,
LH/901/17,
LH/901/17,
19800035/944/9866,
19800035/15/1937,
LH/984/3,
LH/981/32,
19800035/1112/27377,
LH/69/39,
LH/598/102,
LH/507/32,
LH/1290/17,
LH/2383/85,
LH/81/66,
19800035/70/8622,
19800035/108/13538,
LH/1064/57,
LH/2300/21,
LH/1198/36,
LH/1174/55,
19800035/804/91263,
19800035/838/95736,
19800035/224/29551,
LH/1198/31,
LH/1201/45,
LH/2394/18,
LH/1230/20,
19800035/295/39637,
19800035/1203/39001,
LH/1252/48,
19800035/689/78870,
LH/1065/65,
LH/1280/20,
LH/1335/47,
19800035/908/6145,
19800035/256/34112,
LH/321/34,
LH/563/5,
LH/1638/28,
LH/2303/46,
19800035/104/13050,
LH/1672/8,
LH/412/42,
LH/1413/47,
LH/551/87,
LH/1384/60,
LH/1385/24,
LH/413/26,
LH/910/28,
19800035/26/3316,
LH/1437/75,
LH/1442/32,
LH/1449/46,
19800035/692/79122,
LH/1474/43,
LH/1479/57,
19800035/266/35601,
19800035/204/26686,
LH/1487/56,
19800035/985/14044,
LH/1501/52,
19800035/22/2850,
LH/1507/83,
19800035/355/47730,
19800035/1240/43122,
LH/1525/68,
19800035/232/30811,
19800035/549/62790,
19800035/621/70945,
LH/1623/73,
19800035/319/43059,
LH/90/70,
LH/1207/1,
LH/678/61,
LH/242/8,
LH/123/19,
LH/1680/51,
LH/1696/25,
LH/1725/63,
19800035/696/79600,
19800035/29/3663,
LH/1842/49,
LH/1133/56,
LH/677/73,
LH/714/24,
19800035/849/97202,
19800035/1340/55317,
LH/1770/78,
19800035/876/2877,
19800035/149/19055,
LH/1876/23,
LH/1895/9,
LH/1904/36,
19800035/80/9912,
19800035/1107/26754,
19800035/699/79876,
19800035/1022/18017,
19800035/204/26709,
19800035/797/90215,
LH/1973/47,
LH/1978/14,
LH/1987/36,
19800035/249/33138,
LH/641/38,
LH/1325/52,
LH/1313/50,
LH/1496/99,
LH/433/81,
LH/2276/31,
LH/2505/9,
LH/1995/3,
19800035/432/57806,
LH/677/62,
LH/1036/43,
LH/2056/11,
LH/1422/9,
LH/2486/22,
LH/2486/22,
LH/2084/13,
LH/2136/1,
LH/1736/52,
LH/794/19,
LH/1080/5,
LH/279/9,
LH/2403/46,
LH/814/74,
LH/2209/42,
LH/2158/35,
19800035/1086/24879,
19800035/570/64835,
LH/2188/63,
19800035/1117/27924,
19800035/1082/24414,
LH/2269/16,
LH/332/25,
LH/309/31,
19800035/876/2792,
19800035/659/75833,
19800035/1443/67008,
19800035/1307/51178,
19800035/624/71993,
19800035/432/57836,
LH/968/54,
19800035/194/25278,
LH/2638/26,
LH/2669/18,
19800035/1375/58867,
LH/617/53,
19800035/445/59580,
19800035/847/96963,
19800035/1479/71715,
LH/28/95,
LH/1967/65,
LH/1419/43,
LH/2788/113,
LH/1967/66,
LH/636/32,
LH/1792/11,
LH/563/6,
LH/1665/2,
LH/2637/40,
LH/2637/93,
LH/218/39,
LH/1558/95,
LH/1672/39,
19800035/1217/40555,
19800035/973/12849,
LH/1706/47,
19800035/305/41052,
LH/139/26,
LH/300/93,
