departement,ville,coordonnesgroup
Hautes-Pyrénées,Sauveterre,Point(0.106944444 43.474722222)
arrondissement de Redon,Redon,Point(-2.084722222 47.651388888)
Tarn-et-Garonne,Sauveterre,Point(1.271666666 44.265833333)
Tarn-et-Garonne,Verdun-sur-Garonne,Point(1.235833333 43.853055555)
Perpignan Méditerranée Métropole,Villeneuve-la-Rivière,Point(2.803611111 42.693611111)
Vienne,Pouillé,Point(0.576666666 46.536666666)
Vienne,Saint-Sauvant,Point(0.056111111 46.359444444)
Vienne,Sammarçolles,Point(0.146388888 47.032777777)
Aisne,Puiseux,Point(3.128888888 49.297777777)
Eure-et-Loir,Puiseux,Point(1.375 48.636944444)
Eure-et-Loir,Romilly-sur-Aigre,Point(1.2825 47.980833333)
Eure-et-Loir,Saint-Chéron-des-Champs,Point(1.450833333 48.574444444)
Eure-et-Loir,Saint-Denis-les-Ponts,Point(1.293055555 48.0675)
Eure-et-Loir,Tremblay-les-Villages,Point(1.381111111 48.600833333)
Eure-et-Loir,Vert-en-Drouais,Point(1.294722222 48.760555555)
Alpes-Maritimes,Vallauris,Point(7.053333333 43.579722222)
arrondissement de Belley,Saint-Rambert-en-Bugey,Point(5.438055555 45.948611111)
canton de Saint-Sauveur-en-Puisaye,Saint-Sauveur,Point(3.197222222 47.618333333)
canton de Satillieu,Saint-Pierre-sur-Doux,Point(4.464444444 45.120555555)
canton de Thèze,Sévignacq,Point(-0.262777777 43.441666666) | Point(-0.26667 43.45)
canton de Lons-le-Saunier-Sud,Trenal,Point(5.4675 46.643333333)
canton de Valbonnais,Siévoz,Point(5.8375 44.903333333)
Somme,Sailly-Flibeaucourt,Point(1.773611111 50.1875)
Somme,Saint-Aubin-Montenoy,Point(1.995555555 49.846666666)
Loire,Villers,Point(4.2225 46.121388888)
Essonne,Torfou,Point(2.226666666 48.531388888)
arrondissement de Lunéville,Saint-Rémy-aux-Bois,Point(6.393333333 48.415833333)
arrondissement de Limoux,Rivel,Point(2.000277777 42.944444444)
Eure-et-Loir,Saint-Maurice-Saint-Germain,Point(1.077222222 48.497222222)
Loire,Rozier-en-Donzy,Point(4.277777777 45.798055555)
Loire,Saint-Alban-les-Eaux,Point(3.935555555 46.008888888)
Loire,Saint-Bonnet-le-Courreau,Point(3.943888888 45.660277777)
Loire,Saint-Genest-Malifaux,Point(4.419722222 45.34)
Loire,Saint-Just-en-Bas,Point(3.880555555 45.730833333)
Loire,Saint-Just-en-Chevalet,Point(3.845833333 45.913611111)
Loire,Saint-Just-la-Pendue,Point(4.243055555 45.894166666)
Loire,Saint-Laurent-la-Conche,Point(4.211388888 45.683888888)
Loire,Saint-Priest-la-Vêtre,Point(3.813055555 45.804722222)
Loire,Saint-Symphorien-de-Lay,Point(4.211666666 45.947777777)
Loire,Saint-Vincent-de-Boisset,Point(4.122222222 46.007222222)
communauté de communes du canton de Pont-de-Veyle,Saint-Cyr-sur-Menthon,Point(4.973055555 46.275555555)
Roussillon,Saint-Cyprien,Point(3.006388888 42.618055555)
communauté de communes du Pays des Abers,Plouvien,Point(-4.452777777 48.529444444)
canton de Marseille-en-Beauvaisis,Saint-Omer-en-Chaussée,Point(2.002222222 49.531944444)
arrondissement de Privas,Saint-Martin-sur-Lavezon,Point(4.651388888 44.637222222)
Gers,Sauviac,Point(0.453611111 43.405)
arrondissement de Millau,Salmiech,Point(2.570833333 44.181388888)
arrondissement de Millau,Viala-du-Tarn,Point(2.8775 44.071944444)
arrondissement de Saint-Girons,Soueix,Point(1.211666666 42.892777777)
arrondissement de Sens,Saint-Maurice-aux-Riches-Hommes,Point(3.513888888 48.350555555)
arrondissement de Saint-Girons,Uchentein,Point(1.001111111 42.888055555)
Yvelines,Tilly,Point(1.575833333 48.882222222)
canton de Venarey-les-Laumes,Saint-Germain-Source-Seine,Point(4.7 47.5)
canton de Souilly,Vadelaincourt,Point(5.263611111 49.071388888)
arrondissement de Compiègne,Pimprez,Point(2.951944444 49.514444444)
arrondissement d'Arras,Vimy,Point(2.810555555 50.3725)
arrondissement de Compiègne,Roye-sur-Matz,Point(2.775277777 49.591666666)
arrondissement de Compiègne,Villers-sur-Coudun,Point(2.803888888 49.4825)
Ardèche,Ribes,Point(4.207222222 44.495277777)
Ardèche,Saint-Martial,Point(4.274722222 44.8675)
Ardèche,Saint-Vincent-de-Durfort,Point(4.643888888 44.805277777)
Ardèche,Viviers,Point(4.688888888 44.482777777)
canton de Mauron,Saint-Brieuc-de-Mauron,Point(-2.363055555 48.089722222)
canton de Rosières-en-Santerre,Punchy,Point(2.81 49.791944444)
canton de Lugny,Viré,Point(4.843055555 46.449444444)
canton de Suippes,Saint-Hilaire-le-Grand,Point(4.463611111 49.171111111)
Val-de-Marne,Villejuif,Point(2.361111111 48.793888888)
Maine-et-Loire,Trémont,Point(-0.446666666 47.158055555)
Hautes-Pyrénées,Rabastens,Point(0.150555555 43.386944444)
Hautes-Pyrénées,Saint-Sever-de-Rustan,Point(0.224444444 43.350833333)
canton de Dax-Sud,Saint-Pandelon,Point(-1.038888888 43.669444444)
Somme,Thory,Point(2.435 49.719722222)
Mayenne,Saint-Germain-de-Coulamer,Point(-0.171666666 48.263611111)
Mayenne,Villaines-la-Juhel,Point(-0.279722222 48.344444444)
Vienne,Saint-Georges-lès-Baillargeaux,Point(0.4 46.670833333)
canton de Moïta-Verde,Tallone,Point(9.414166666 42.231388888)
canton de Jargeau,Sandillon,Point(2.0325 47.845277777)
canton du Quesnoy-Est,Ruesnes,Point(3.584722222 50.258888888)
Ardèche,Péreyres,Point(4.253888888 44.776944444)
Ardèche,Saint-Genest-de-Beauzon,Point(4.187222222 44.4425)
Ardèche,Saint-Gineys-en-Coiron,Point(4.533055555 44.632777777)
Ardèche,Saint-Julien-en-Saint-Alban,Point(4.6975 44.754444444)
Ardèche,Saint-Maurice-d'Ibie,Point(4.483055555 44.501111111)
Ardèche,Saint-Sauveur-de-Montagut,Point(4.579722222 44.821388888)
arrondissement de Beauvais,Reilly,Point(1.846666666 49.243611111)
Vienne,Saint-Saviol,Point(0.228888888 46.139166666)
arrondissement de Gap,Saint-Jean-Saint-Nicolas,Point(6.228611111 44.6675)
arrondissement de Gap,Savournon,Point(5.791111111 44.422222222)
arrondissement de Briey,Villecey-sur-Mad,Point(5.959166666 49.006666666)
Meurthe,Thiaucourt-Regniéville,Point(5.866111111 48.954166666)
arrondissement de Corte,Pietraserena,Point(9.345833333 42.235277777)
Aisne,Savy,Point(3.192777777 49.830277777)
Haute-Savoie,Saint-Laurent,Point(6.359166666 46.046666666)
Hautes-Pyrénées,Saint-Laurent,Point(0.481944444 43.0775)
Aube,Villenauxe-la-Grande,Point(3.5575 48.591111111)
Eure-et-Loir,Poisvilliers,Point(1.468611111 48.508333333)
Eure-et-Loir,Roinville,Point(1.748333333 48.445277777)
Eure-et-Loir,Saint-Léger-des-Aubées,Point(1.739444444 48.411944444)
Eure-et-Loir,Saint-Luperce,Point(1.316111111 48.436111111)
Eure-et-Loir,Sainte-Gemme-Moronval,Point(1.414722222 48.738055555)
Eure-et-Loir,Thiville,Point(1.375 48.025277777)
Eure-et-Loir,Villiers-Saint-Orien,Point(1.489444444 48.133611111)
Eure-et-Loir,Voise,Point(1.706944444 48.400277777)
canton de Mondoubleau,Saint-Agil,Point(0.925833333 48.035833333)
arrondissement de Mantes-la-Jolie,Richebourg,Point(1.6375 48.823333333)
communauté de communes de la Vallée de la Haute-Sarthe,Saint-Aubin-d'Appenai,Point(0.340555555 48.535555555)
arrondissement de Brest,Plouarzel,Point(-4.7325 48.433333333)
arrondissement de Brest,Tréglonou,Point(-4.539444444 48.550555555)
canton de Pontgibaud,Saint-Jacques-d'Ambur,Point(2.776388888 45.902777777)
Haute-Savoie,Taninges,Point(6.591388888 46.1075)
arrondissement de Bourges,Savigny-en-Septaine,Point(2.560555555 47.044166666)
arrondissement de Bourges,Verdigny,Point(2.808333333 47.346944444)
arrondissement de Coutances,Sourdeval-les-Bois,Point(-1.264722222 48.910277777)
canton de Saint-Leu-2,Saint-Leu,Point(55.286944444 -21.166388888)
arrondissement de Rouen,Saussay,Point(0.939444444 49.635)
Ardennes,Tremblois,Point(5.256111111 49.658333333)
arrondissement de Niort,Salles,Point(-0.099444444 46.385277777)
arrondissement de Villeneuve-sur-Lot,Salles,Point(0.871111111 44.549166666)
Aube,Proverville,Point(4.695833333 48.231111111)
Aube,Saint-Benoist-sur-Vanne,Point(3.670277777 48.235833333)
Aube,Saint-Thibault,Point(4.141666666 48.205555555)
Aube,Villemoiron-en-Othe,Point(3.778611111 48.200277777)
Aube,Villemorien,Point(4.296388888 48.085555555)
Aube,Virey-sous-Bar,Point(4.305 48.140555555)
arrondissement de Saint-Girons,Sentenac-de-Sérou,Point(1.388888888 42.971388888)
arrondissement de Sens,Thorigny-sur-Oreuse,Point(3.401666666 48.2925)
arrondissement de Saintes,Varzay,Point(-0.734722222 45.705277777)
arrondissement de Valence,Valence,Point(4.890833333 44.9325)
canton d'Orgères-en-Beauce,Poupry,Point(1.838611111 48.099444444)
Ain,Reyrieux,Point(4.823333333 45.934444444)
Haute-Savoie,Saint-Julien-en-Genevois,Point(6.084166666 46.144166666)
Alpes-de-Haute-Provence,Saint-Jacques,Point(6.375 43.969444444)
Alpes-de-Haute-Provence,Senez,Point(6.406944444 43.913611111)
Ardèche,Rochemaure,Point(4.703888888 44.5875)
arrondissement de Saint-Amand-Montrond,Reigny,Point(2.3525 46.576388888)
arrondissement de Saint-Amand-Montrond,Rezay,Point(2.178611111 46.672777777)
canton de Geaune,Pécorade,Point(-0.371111111 43.655555555)
Vienne,Thurageau,Point(0.2425 46.768055555)
Somme,Thennes,Point(2.470555555 49.810833333)
Meurthe,Varangéville,Point(6.313611111 48.633888888)
canton de Malestroit,Ruffiac,Point(-2.282222222 47.818055555)
arrondissement de Dreux,Saint-Ouen-Marchefroy,Point(1.5325 48.857777777)
arrondissement de La Châtre,Pouligny-Notre-Dame,Point(2.003333333 46.481388888)
arrondissement de La Châtre,Saint-Denis-de-Jouhet,Point(1.868611111 46.530555555)
canton de Limogne-en-Quercy,Varaire,Point(1.723888888 44.357777777)
canton de Tournon-Saint-Martin,Preuilly-la-Ville,Point(0.968055555 46.696666666)
canton de Sennecey-le-Grand,Saint-Ambreuil,Point(4.86 46.691666666)
Bouches-du-Rhône,Vitrolles,Point(5.249722222 43.448055555)
arrondissement de Strasbourg,Schiltigheim,Point(7.749166666 48.606944444)
Aube,Pont-Sainte-Marie,Point(4.101388888 48.320555555)
Aube,Prugny,Point(3.944166666 48.246111111)
Aube,Rouilly-Saint-Loup,Point(4.150555555 48.262777777)
Aube,Saint-Jean-de-Bonneval,Point(4.048611111 48.172222222)
Eure-et-Loir,Saint-Avit-les-Guespières,Point(1.271111111 48.270555555)
canton de Locminé,Plumelin,Point(-2.888055555 47.861666666)
canton de Locminé,Remungol,Point(-2.899166666 47.933888888)
Pontivy Communauté,Séglien,Point(-3.159722222 48.106944444)
arrondissement de Strasbourg,Reichstett,Point(7.752222222 48.645833333)
canton de Buchy,Sainte-Croix-sur-Buchy,Point(1.350277777 49.564444444)
Roussillon,Saint-André,Point(2.973333333 42.551111111)
Indre-et-Loire,Saint-Avertin,Point(0.726666666 47.366666666)
arrondissement de Saint-Amand-Montrond,Saint-Amand-Montrond,Point(2.505 46.722777777)
Pyrénées-Orientales,Terrats,Point(2.771388888 42.608888888)
canton de Barneville-Carteret,Saint-Maurice-en-Cotentin,Point(-1.705833333 49.390277777)
Corse-du-Sud,Serra-di-Scopamène,Point(9.099166666 41.753888888)
arrondissement d'Épinal,Vaubexy,Point(6.235833333 48.28)
arrondissement de Coutances,Tourville,Point(-1.544166666 49.046111111)
arrondissement d'Arras,Pressy,Point(2.396111111 50.475277777)
arrondissement d'Apt,Robion,Point(5.112777777 43.845)
canton de Semur-en-Brionnais,Sainte-Foy,Point(4.128888888 46.277777777)
Hautes-Pyrénées,Tournay,Point(0.245555555 43.184166666)
canton de Thouars-1,Tourtenay,Point(-0.117777777 47.038055555)
arrondissement d'Épinal,Sans-Vallois,Point(6.106388888 48.160277777)
communauté de communes des Aspres,Terrats,Point(2.771388888 42.608888888)
arrondissement de Bourges,Savigny-en-Sancerre,Point(2.809166666 47.441111111)
arrondissement de Bourges,Vasselay,Point(2.388333333 47.157777777)
arrondissement de Bourges,Villeneuve-sur-Cher,Point(2.223055555 47.028888888)
Essonne,Vauhallan,Point(2.2075 48.733888888)
canton de Nogent-le-Roi,Senantes,Point(1.581666666 48.6525)
Somme,Thièvres,Point(2.455555555 50.128055555)
Savoie,Saint-Oyen,Point(6.484166666 45.503611111)
canton de Neung-sur-Beuvron,Thoury,Point(1.596388888 47.629722222)
canton de Barbezieux-Saint-Hilaire,Saint-Palais-du-Né,Point(-0.266111111 45.541388888)
Roussillon,Tautavel,Point(2.746388888 42.814166666)
Haute-Savoie,Reyvroz,Point(6.56 46.325833333)
Haute-Savoie,Seynod,Point(6.096111111 45.888888888)
Haute-Savoie,Viuz-en-Sallaz,Point(6.410277777 46.1475)
arrondissement de Corte,Taglio-Isolaccio,Point(9.480555555 42.428333333)
arrondissement de Corte,Tarrano,Point(9.401666666 42.35)
arrondissement de Saint-Amand-Montrond,Raymond,Point(2.686111111 46.971111111)
Maine-et-Loire,Saint-André-de-la-Marche,Point(-0.995 47.1)
Tremblay-les-Villages,Saint-Chéron-des-Champs,Point(1.450833333 48.574444444)
canton de Saint-Amans,Rieutort-de-Randon,Point(3.478333333 44.634444444)
canton de Méry-sur-Seine,Plancy-l'Abbaye,Point(3.968333333 48.57)
arrondissement de Bourges,Primelles,Point(2.213055555 46.928333333)
arrondissement de Bourges,Saint-Florent-sur-Cher,Point(2.251666666 46.995555555)
arrondissement d'Épinal,Vomécourt,Point(6.166666666 48.361388888) | Point(6.613055555 48.308333333)
arrondissement de Compiègne,Saint-Jean-aux-Bois,Point(2.904166666 49.347777777)
arrondissement de Saint-Girons,Sainte-Croix-Volvestre,Point(1.174166666 43.125833333)
arrondissement de Sens,Villeperrot,Point(3.228333333 48.261944444)
arrondissement de Quimper,Querrien,Point(-3.536944444 47.959722222)
arrondissement de Quimper,Rosporden,Point(-3.834722222 47.960555555)
canton de Beaurepaire,Primarette,Point(5.030277777 45.401944444)
Aube,Ville-sous-la-Ferté,Point(4.79 48.121111111)
Loire,Pinay,Point(4.137222222 45.873333333)
canton de Marseille-en-Beauvaisis,Prévillers,Point(1.996388888 49.610277777)
canton de Saint-Étienne-de-Lugdarès,Saint-Étienne-de-Lugdarès,Point(3.955555555 44.651388888)
Aube,Racines,Point(3.843611111 48.049722222)
arrondissement de Lons-le-Saunier,Villers-les-Bois,Point(5.579166666 46.913333333)
canton de Chartres-Sud-Est,Prunay-le-Gillon,Point(1.635277777 48.365277777)
canton de Cagnes-sur-Mer-Ouest,Villeneuve-Loubet,Point(7.121388888 43.658055555)
canton de Vicdessos,Sem,Point(1.518888888 42.767777777)
canton de Lorquin,Saint-Quirin,Point(7.064722222 48.610277777)
canton de Pontvallain,Saint-Jean-de-la-Motte,Point(0.056388888 47.742222222)
canton de Ligueil,Varennes,Point(0.915833333 47.069444444)
Roussillon,Saint-Estève,Point(2.841944444 42.713333333)
Basse-Navarre,Uhart-Cize,Point(-1.244444444 43.164722222)
Corse-du-Sud,Santa-Maria-Figaniella,Point(9.005 41.707222222)
Somme,Sancourt,Point(3.038888888 49.773055555)
Lozère,Saint-Michel-de-Dèze,Point(3.896388888 44.25)
canton d'Ax-les-Thermes,Prades,Point(1.878333333 42.786944444)
Lozère,Trélans,Point(3.091944444 44.499722222)
canton de Pierre-Buffière,Saint-Hilaire-Bonneval,Point(1.374166666 45.719444444)
Vosges,Saint-Baslemont,Point(5.993055555 48.151944444)
Vosges,Saint-Nabord,Point(6.579722222 48.049444444)
canton de Beaumont-le-Roger,Thibouville,Point(0.7925 49.147777777)
communauté de communes Conflent-Canigó,Taurinya,Point(2.426666666 42.580277777)
canton de Saugues,Saint-Christophe-d'Allier,Point(3.704444444 44.855555555)
Niort,Souché,Point(-0.419292 46.331066)
arrondissement de Vierzon,Vouzeron,Point(2.221944444 47.260277777)
Marne,Servon-Melzicourt,Point(4.840555555 49.215)
Ardèche,Toulaud,Point(4.816388888 44.897777777)
canton de Ploudalmézeau,Plourin,Point(-4.686944444 48.509444444)
canton de Mauron,Tréhorenteuc,Point(-2.2875 48.008333333)
Meurthe,Saizerais,Point(6.044166666 48.790277777)
arrondissement de Bordeaux,Saint-Selve,Point(-0.480277777 44.670555555)
arrondissement de Compiègne,Saint-Sauveur,Point(2.783055555 49.318333333)
arrondissement de Gap,Saint-Sauveur,Point(6.520277777 44.540833333)
arrondissement de Lunéville,Saint-Sauveur,Point(6.973611111 48.533888888)
arrondissement de Mauriac,Saint-Vincent,Point(2.531666666 45.203055555)
arrondissement de Sens,Saint-Denis,Point(3.266388888 48.228611111)
arrondissement du Marin,Saint-Esprit,Point(-60.937222222 14.560555555)
arrondissement de Gap,Serres,Point(5.715 44.428611111)
arrondissement de Lunéville,Serres,Point(6.4625 48.69)
arrondissement d'Arras,Teneur,Point(2.218611111 50.451111111)
Aveyron,Saint-Sernin,Point(2.603611111 43.884166666)
canton de Mur-de-Barrez,Taussac,Point(2.641944444 44.828888888)
Guadeloupe,Saint-Louis,Point(-61.319166666 15.953611111)
arrondissement de Bagnères-de-Bigorre,Saint-Laurent,Point(0.481944444 43.0775)
Ardèche,Veyras,Point(4.561111111 44.733888888)
Calvados,Thury,Point(-0.474166666 48.983888888)
Eurométropole de Strasbourg,Souffelweyersheim,Point(7.740833333 48.635)
Eurométropole de Strasbourg,Vendenheim,Point(7.713055555 48.6675)
canton de Limogne-en-Quercy,Saillac,Point(1.760277777 44.331388888)
arrondissement de Montbrison,Sauvain,Point(3.905555555 45.673333333)
Aube,Spoy,Point(4.620555555 48.228055555)
Aube,Verpillières-sur-Ource,Point(4.569444444 48.040833333)
canton d'Angers-Nord-Est,Saint-Sylvain-d'Anjou,Point(-0.471666666 47.519722222)
communauté de communes Aygues Ouvèze en Provence,Sérignan,Point(4.843888888 44.189166666)
Calvados,Sannerville,Point(-0.222777777 49.180555555)
arrondissement de Blois,Verdes,Point(1.429166666 47.958055555)
canton de Bourg,Teuillac,Point(-0.547777777 45.0925)
arrondissement de Lisieux,Surville,Point(0.212222222 49.300277777)
canton de Saint-Fargeau,Ronchères,Point(3.116111111 47.658611111)
arrondissement de Mâcon,Royer,Point(4.824444444 46.555833333)
Doubs,Routelle,Point(5.849722222 47.167777777)
Marne,Saint-Ouen-Domprot,Point(4.408333333 48.609166666)
Marne,Saint-Thierry,Point(3.963611111 49.303611111)
Marne,Thillois,Point(3.954166666 49.255833333)
Marne,Villers-Marmery,Point(4.196666666 49.135277777)
canton de Moulins-Engilbert,Saint-Honoré,Point(3.840277777 46.905833333)
Meurthe-et-Moselle,Thiaucourt,Point(5.866111111 48.954166666)
Meurthe,Virecourt,Point(6.319722222 48.462222222)
arrondissement de Saint-Amand-Montrond,Verneuil,Point(2.604444444 46.816944444)
Somme,Saint-Valery-sur-Somme,Point(1.629444444 50.188333333)
Haute-Savoie,Thollon,Point(6.698888888 46.388333333)
Haute-Savoie,Valleiry,Point(5.968055555 46.108055555)
canton de Chaource,Prusy,Point(4.044722222 47.971666666)
Maine-et-Loire,Saint-Germain-sur-Moine,Point(-1.122777777 47.117777777)
district de Lorraine,Sainte-Barbe,Point(6.301666666 49.158888888)
canton de Sainte-Enimie,Sainte-Enimie,Point(3.411388888 44.366388888)
arrondissement de Lyon,Saint-Romain-au-Mont-d'Or,Point(4.822777777 45.8375)
Fougères Agglomération,Romagné,Point(-1.277222222 48.342222222)
Meurthe-et-Moselle,Vallois,Point(6.547777777 48.462222222)
canton de Caumont-l'Éventé,Sallen,Point(-0.828611111 49.114166666)
arrondissement d'Auxerre,Pourrain,Point(3.412222222 47.755)
arrondissement de Rouen,Saint-Aignan-sur-Ry,Point(1.353055555 49.502777777)
arrondissement d'Auxerre,Saint-Cyr-les-Colons,Point(3.738055555 47.741944444)
arrondissement d'Auxerre,Saint-Denis-sur-Ouanne,Point(3.130277777 47.822222222)
arrondissement d'Auxerre,Trucy-sur-Yonne,Point(3.659722222 47.628055555)
arrondissement de Rouen,Tourville-la-Rivière,Point(1.105277777 49.328611111)
arrondissement d'Auxerre,Venouse,Point(3.682777777 47.895555555)
arrondissement de Rouen,Valliquerville,Point(0.689444444 49.613611111)
arrondissement de Rouen,Veauville-lès-Baons,Point(0.766666666 49.653055555)
canton de Laroquebrou,Saint-Santin-Cantalès,Point(2.257222222 45.029722222)
canton de Burie,Saint-Césaire,Point(-0.506111111 45.753055555)
Calvados,Saint-Pierre-du-Mont,Point(-0.981111111 49.389166666)
canton de Latronquière,Terrou,Point(1.983611111 44.783611111)
canton de Vergt,Saint-Amand-de-Vergt,Point(0.6975 44.987222222)
Haute-Savoie,Présilly,Point(6.077777777 46.093055555)
canton de Thouars-1,Saint-Léger-de-Montbrun,Point(-0.117777777 46.991111111)
Gard,Soustelle,Point(4.011388888 44.175)
Ille-et-Vilaine,Saint-Servan-sur-Mer,Point(-1.99944 48.63167)
Tarn-et-Garonne,Saint-Projet,Point(1.793055555 44.304166666)
Vienne,Sérigny,Point(0.349444444 46.906111111)
Vienne,Surin,Point(0.371111111 46.078055555)
Loire,Saint-Didier-sur-Rochefort,Point(3.845 45.793333333)
Loire,Saint-Héand,Point(4.372777777 45.528611111)
Loire,Saint-Julien-la-Vêtre,Point(3.824722222 45.814444444)
Loire,Saint-Martin-d'Estréaux,Point(3.798611111 46.206111111)
Loire,Saint-Martin-Lestra,Point(4.354444444 45.720833333)
Loire,Saint-Médard-en-Forez,Point(4.361944444 45.5975)
Loire,Saint-Priest-la-Prugne,Point(3.749722222 45.960833333)
Marne,Thaas,Point(3.879444444 48.648611111)
communauté de communes de Haute-Provence,Reillanne,Point(5.659166666 43.879166666)
Pontivy Communauté,Saint-Connec,Point(-2.921388888 48.1775)
communauté de communes Cœur de Savoie,Planaise,Point(6.090555555 45.503333333)
canton de Foix-Rural,Vernajoul,Point(1.606944444 42.986388888)
Gers,Villefranche,Point(0.727222222 43.423611111)
canton du Teilleul,Sainte-Marie-du-Bois,Point(-0.891388888 48.563055555)
canton de Bessèges,Robiac,Point(4.086388888 44.278888888)
canton de Dreux-Est,Sainte-Gemme-Moronval,Point(1.414722222 48.738055555)
Essonne,Quincy-sous-Sénart,Point(2.533888888 48.671111111)
canton de Villebrumier,Reyniès,Point(1.398333333 43.917222222)
arrondissement de Rouen,Sierville,Point(1.036111111 49.589722222)
canton d'Essoyes,Vitry-le-Croisé,Point(4.566944444 48.145)
canton de Navarrenx,Viellenave,Point(-0.793055555 43.349444444)
Maine-et-Loire,Saint-Crespin-sur-Moine,Point(-1.186111111 47.098888888)
Corse-du-Sud,Sampolo,Point(9.123611111 41.942222222)
Essonne,Verrières-le-Buisson,Point(2.262777777 48.7475)
Somme,Villers-sous-Ailly,Point(2.016666666 50.061666666)
Seine-et-Oise,Sagy,Point(1.951944444 49.050277777)
arrondissement de Lyon,Saint-Maurice-sur-Dargoire,Point(4.631111111 45.582222222)
Aveyron,Sainte-Croix,Point(1.967222222 44.426388888)
canton de Saint-Laurent-du-Pont,Saint-Pierre-d'Entremont,Point(5.853888888 45.415277777)
Angers Loire Métropole,Saint-Barthélemy-d'Anjou,Point(-0.495 47.4675)
Aisne,Saint-Quentin,Point(3.285555555 49.847777777)
Loire,Saint-Georges-de-Baroille,Point(4.131111111 45.849722222)
communauté de communes Le Pays du Royans,Saint-Thomas-en-Royans,Point(5.294444444 45.049166666)
arrondissement de Beaune,Quincey,Point(4.971666666 47.110277777)
arrondissement de Beaune,Rouvres-sous-Meilly,Point(4.571944444 47.211388888)
arrondissement de Beaune,Saint-Usage,Point(5.261666666 47.109166666)
arrondissement de Beaune,Sainte-Marie-la-Blanche,Point(4.891111111 46.977777777)
arrondissement de Beaune,Viévy,Point(4.452222222 47.0575)
arrondissement de Beaune,Villebichot,Point(5.043888888 47.139722222)
communauté de communes Les Vallons du Guiers,Romagnieu,Point(5.641388888 45.57)
communauté de communes Les Vallons du Guiers,Saint-Jean-d'Avelanne,Point(5.673055555 45.506944444)
communauté de communes Sud Estuaire,Saint-Viaud,Point(-2.019444444 47.255833333)
canton de Montréal,Rouffiac-d'Aude,Point(2.298888888 43.128333333)
arrondissement de Vesoul,Vitrey,Point(5.761388888 47.814166666)
Corse-du-Sud,Tavera,Point(9.015555555 42.068333333)
arrondissement de Lodève,Saint-Bauzille-de-Putois,Point(3.736388888 43.895277777)
arrondissement de Ribeauvillé,Rombach-le-Franc,Point(7.260555555 48.284166666)
Somme,Saint-Sauflieu,Point(2.253055555 49.789444444)
Vienne,Sainte-Radégonde,Point(0.701944444 46.635)
Châteaubourg,Saint-Melaine,Point(-1.3838 48.1111)
canton de Quillan,Quillan,Point(2.181944444 42.875277777)
Guadeloupe,Saint-Claude,Point(-61.698333333 16.027222222)
communauté de communes Aygues Ouvèze en Provence,Sainte-Cécile-les-Vignes,Point(4.886111111 44.245277777)
arrondissement de Coutances,Saint-Aubin-du-Perron,Point(-1.375 49.151666666)
Lozère,Saint-Hilaire-de-Lavit,Point(3.863888888 44.253333333)
canton de Blaye,Saint-Seurin-de-Cursac,Point(-0.6275 45.160555555)
canton de Castelnau-de-Médoc,Soussans,Point(-0.699166666 45.055833333)
canton de Sigoulès,Sigoulès,Point(0.410277777 44.758888888)
communauté de communes du Pays Né de la Mer,Saint-Denis-du-Payré,Point(-1.26861 46.40722) | Point(-1.268611111 46.407222222)
canton de Latronquière,Senaillac,Point(2.06 44.825)
Alpes-de-Haute-Provence,Villars-Colmars,Point(6.604444444 44.166666666)
Doubs,Rondefontaine,Point(6.1825 46.733333333)
Eure-et-Loir,Saint-Denis-d'Authou,Point(0.986666666 48.344722222)
Eure-et-Loir,Saint-Ouen-Marchefroy,Point(1.5325 48.857777777)
Loire,Pralong,Point(4.030277777 45.665555555)
arrondissement de Dijon,Saint-Julien,Point(5.143333333 47.400833333)
Loire,Roche-la-Molière,Point(4.323611111 45.433888888)
Loire,Saint-André-d'Apchon,Point(3.930277777 46.032222222)
canton de Gevrey-Chambertin,Quemigny-Poisot,Point(4.864444444 47.229444444)
canton de Guîtres,Sablons,Point(-0.193611111 45.025555555)
canton de Crocq,Saint-Oradoux-près-Crocq,Point(2.388055555 45.878333333)
canton de Fismes,Prouilly,Point(3.850833333 49.299444444)
Haute-Savoie,Viry,Point(6.0375 46.1175)
arrondissement de Briey,Sancy,Point(5.925 49.3475)
arrondissement de Vichy,Saint-Prix,Point(3.651111111 46.231944444)
Aveyron,Saint-Parthem,Point(2.315 44.626111111)
Hautes-Pyrénées,Sabarros,Point(0.436111111 43.237222222)
arrondissement de Gourdon,Souillac,Point(1.474166666 44.897777777)
arrondissement de Lons-le-Saunier,Plaisance,Point(5.939722222 46.777222222)
arrondissement de Tarbes,Tarbes,Point(0.074444444 43.232777777)
Tarn-et-Garonne,Verlhac-Tescou,Point(1.538055555 43.929166666)
arrondissement de Toulouse,Villemur-sur-Tarn,Point(1.505 43.865555555)
arrondissement de Compiègne,Ressons-sur-Matz,Point(2.745833333 49.54)
arrondissement de Millau,Rivière-sur-Tarn,Point(3.130833333 44.188333333)
arrondissement de Millau,Saint-Félix-de-Sorgues,Point(2.984166666 43.884166666)
arrondissement de Millau,Saint-Jean-d'Alcapiès,Point(2.974722222 43.951388888)
arrondissement de Millau,Saint-Saturnin-de-Lenne,Point(3.017777777 44.423888888)
arrondissement de Saint-Girons,Sabarat,Point(1.388888888 43.099722222)
arrondissement de Saint-Girons,Sieuras,Point(1.338888888 43.183888888)
