leonoreid,bnfids,uribnf
LH/830/7,13621797d,https://data.bnf.fr/ark:/12148/cb13621797d
LH/859/26,12352102f,https://data.bnf.fr/ark:/12148/cb12352102f
LH/1155/31,122987146,https://data.bnf.fr/ark:/12148/cb122987146
19800035/0339/45626,13896524n,https://data.bnf.fr/ark:/12148/cb13896524n
LH/43/81,12490694t,https://data.bnf.fr/ark:/12148/cb12490694t
LH/2741/75,11333615v,https://data.bnf.fr/ark:/12148/cb11333615v
LH/1543/34,12791525g,https://data.bnf.fr/ark:/12148/cb12791525g
19800035/549/62747,12163951z,https://data.bnf.fr/ark:/12148/cb12163951z
LH/1699/34,10363154v,https://data.bnf.fr/ark:/12148/cb10363154v
LH/1878/9,12746952n,https://data.bnf.fr/ark:/12148/cb12746952n
LH/1984/14,105078912,https://data.bnf.fr/ark:/12148/cb105078912
LH/2277/55,107127825,https://data.bnf.fr/ark:/12148/cb107127825
LH/47/3,104618894,https://data.bnf.fr/ark:/12148/cb104618894
LH/526/31,12284762w,https://data.bnf.fr/ark:/12148/cb12284762w
LH/242/26,14958869d,https://data.bnf.fr/ark:/12148/cb14958869d
LH/360/20,149705421,https://data.bnf.fr/ark:/12148/cb149705421
LH/549/30,119352398,https://data.bnf.fr/ark:/12148/cb119352398
LH/459/14,12990649v,https://data.bnf.fr/ark:/12148/cb12990649v
LH/816/53,10680586s,https://data.bnf.fr/ark:/12148/cb10680586s
LH/2568/60,10728808p,https://data.bnf.fr/ark:/12148/cb10728808p
LH/572/67,13358170h,https://data.bnf.fr/ark:/12148/cb13358170h
19800035/213/27960,14849254k,https://data.bnf.fr/ark:/12148/cb14849254k
19800035/186/24199,14795817x,https://data.bnf.fr/ark:/12148/cb14795817x
LH/151/14,14406419c,https://data.bnf.fr/ark:/12148/cb14406419c
19800035/1071/23224,17706959x,https://data.bnf.fr/ark:/12148/cb17706959x
LH/1408/25,128471687,https://data.bnf.fr/ark:/12148/cb128471687
LH/1604/46,16248311k,https://data.bnf.fr/ark:/12148/cb16248311k
LH/65/26,109324289,https://data.bnf.fr/ark:/12148/cb109324289
LH/924/11,121575252,https://data.bnf.fr/ark:/12148/cb121575252
LH/1143/24,125531548,https://data.bnf.fr/ark:/12148/cb125531548
LH/1211/45,12439646w,https://data.bnf.fr/ark:/12148/cb12439646w
LH/586/37,13012767g,https://data.bnf.fr/ark:/12148/cb13012767g
19800035/47/5765,13464843z,https://data.bnf.fr/ark:/12148/cb13464843z
LH/862/52,13009782v,https://data.bnf.fr/ark:/12148/cb13009782v
LH/1443/69,13433631j,https://data.bnf.fr/ark:/12148/cb13433631j
19800035/1109/27032,122873270,https://data.bnf.fr/ark:/12148/cb122873270
LH/2364/41,12902917p,https://data.bnf.fr/ark:/12148/cb12902917p
LH/101/34,16268710r,https://data.bnf.fr/ark:/12148/cb16268710r
19800035/204/26676,10604344m,https://data.bnf.fr/ark:/12148/cb10604344m
LH/2308/14,16719034w,https://data.bnf.fr/ark:/12148/cb16719034w
19800035/238/31573,13595866n,https://data.bnf.fr/ark:/12148/cb13595866n
LH/256/108,14958726v,https://data.bnf.fr/ark:/12148/cb14958726v
LH/836/78,12337891m,https://data.bnf.fr/ark:/12148/cb12337891m
LH/1389/53,126155279,https://data.bnf.fr/ark:/12148/cb126155279
19800035/994/15060,14849804p,https://data.bnf.fr/ark:/12148/cb14849804p
19800035/1408/62742,171288763,https://data.bnf.fr/ark:/12148/cb171288763
19800035/568/64668,125573256,https://data.bnf.fr/ark:/12148/cb125573256
LH/168/7,125889998,https://data.bnf.fr/ark:/12148/cb125889998
19800035/225/29686,14799420p,https://data.bnf.fr/ark:/12148/cb14799420p
LH/1056/33,10215541w,https://data.bnf.fr/ark:/12148/cb10215541w
LH/39/83,140619898,https://data.bnf.fr/ark:/12148/cb140619898
LH/364/8,15730336h,https://data.bnf.fr/ark:/12148/cb15730336h
19800035/272/36451,106536389,https://data.bnf.fr/ark:/12148/cb106536389
19800035/1308/51325,107427745,https://data.bnf.fr/ark:/12148/cb107427745
LH/2427/31,12193506n,https://data.bnf.fr/ark:/12148/cb12193506n
LH/330/57,10564450w |10658512j,https://data.bnf.fr/ark:/12148/cb10564450w | https://data.bnf.fr/ark:/12148/cb10658512j
LH/510/35,12464935g,https://data.bnf.fr/ark:/12148/cb12464935g
LH/1446/49,12027288b,https://data.bnf.fr/ark:/12148/cb12027288b
LH/506/13,135705050,https://data.bnf.fr/ark:/12148/cb135705050
LH/2088/4,132118504,https://data.bnf.fr/ark:/12148/cb132118504
LH/2338/52,13211969t,https://data.bnf.fr/ark:/12148/cb13211969t
19800035/745/84529,13210970s,https://data.bnf.fr/ark:/12148/cb13210970s
LH/1560/24,13009534f,https://data.bnf.fr/ark:/12148/cb13009534f
LH/526/37,106703265,https://data.bnf.fr/ark:/12148/cb106703265
LH/24/24,146530862,https://data.bnf.fr/ark:/12148/cb146530862
LH/736/10,10717137w,https://data.bnf.fr/ark:/12148/cb10717137w
LH/1130/28,130021757,https://data.bnf.fr/ark:/12148/cb130021757
LH/1844/23,166069317,https://data.bnf.fr/ark:/12148/cb166069317
19800035/314/42285,14837935j,https://data.bnf.fr/ark:/12148/cb14837935j
LH/318/36,107079178,https://data.bnf.fr/ark:/12148/cb107079178
LH/1527/46,10744966k,https://data.bnf.fr/ark:/12148/cb10744966k
LH/2119/42,13211727b,https://data.bnf.fr/ark:/12148/cb13211727b
LH/807/22,10566572z,https://data.bnf.fr/ark:/12148/cb10566572z
LH/1681/49,127354237,https://data.bnf.fr/ark:/12148/cb127354237
LH/664/68,135989837,https://data.bnf.fr/ark:/12148/cb135989837
19800035/1229/41804,15534605p,https://data.bnf.fr/ark:/12148/cb15534605p
LH/1276/22,15326304f,https://data.bnf.fr/ark:/12148/cb15326304f
LH/1916/29,13211561z,https://data.bnf.fr/ark:/12148/cb13211561z
19800035/367/49254,12149637m,https://data.bnf.fr/ark:/12148/cb12149637m
LH/423/12,103888563,https://data.bnf.fr/ark:/12148/cb103888563
LH/1380/12,12731869p,https://data.bnf.fr/ark:/12148/cb12731869p
LH/2093/69,165570895,https://data.bnf.fr/ark:/12148/cb165570895
LH/1667/36,100329927,https://data.bnf.fr/ark:/12148/cb100329927
LH/632/64,13481166c |146537969,https://data.bnf.fr/ark:/12148/cb13481166c | https://data.bnf.fr/ark:/12148/cb146537969
LH/533/33,149716923,https://data.bnf.fr/ark:/12148/cb149716923
LH/1726/55,106977867,https://data.bnf.fr/ark:/12148/cb106977867
LH/1344/42,12814945f,https://data.bnf.fr/ark:/12148/cb12814945f
LH/1924/23,12058404w,https://data.bnf.fr/ark:/12148/cb12058404w
LH/1533/37,125607772,https://data.bnf.fr/ark:/12148/cb125607772
19800035/147/18739,139948365,https://data.bnf.fr/ark:/12148/cb139948365
LH/603/82,119705220,https://data.bnf.fr/ark:/12148/cb119705220
19800035/734/83304,130039014,https://data.bnf.fr/ark:/12148/cb130039014
19800035/1285/48341,10492951k,https://data.bnf.fr/ark:/12148/cb10492951k
19800035/1302/50304,121964152,https://data.bnf.fr/ark:/12148/cb121964152
19800035/128/16178,12349976p,https://data.bnf.fr/ark:/12148/cb12349976p
19800035/899/5233,10836835g,https://data.bnf.fr/ark:/12148/cb10836835g
LH/597/41,125740372,https://data.bnf.fr/ark:/12148/cb125740372
19800035/1423/64638,12553537s,https://data.bnf.fr/ark:/12148/cb12553537s
19800035/203/26590,12116632j,https://data.bnf.fr/ark:/12148/cb12116632j
LH/405/44,16041118d,https://data.bnf.fr/ark:/12148/cb16041118d
LH/343/93,14849578d,https://data.bnf.fr/ark:/12148/cb14849578d
19800035/165/21213,121554855,https://data.bnf.fr/ark:/12148/cb121554855
19800035/199/25997,13065011p,https://data.bnf.fr/ark:/12148/cb13065011p
19800035/226/29876,14846230v,https://data.bnf.fr/ark:/12148/cb14846230v
19800035/264/35262,12587649n,https://data.bnf.fr/ark:/12148/cb12587649n
LH/1008/65,143267481,https://data.bnf.fr/ark:/12148/cb143267481
19800035/370/49713,11805661r,https://data.bnf.fr/ark:/12148/cb11805661r
19800035/456/60943,12401370c,https://data.bnf.fr/ark:/12148/cb12401370c
19800035/632/73192,105999685,https://data.bnf.fr/ark:/12148/cb105999685
LH/479/32,14967113t,https://data.bnf.fr/ark:/12148/cb14967113t
LH/2214/2,13339971w |149780490,https://data.bnf.fr/ark:/12148/cb13339971w | https://data.bnf.fr/ark:/12148/cb149780490
19800035/44/5465,149619843,https://data.bnf.fr/ark:/12148/cb149619843
LH/2307/13,12992897r,https://data.bnf.fr/ark:/12148/cb12992897r
LH/563/68,12597769r,https://data.bnf.fr/ark:/12148/cb12597769r
19800035/261/34764,13621792p,https://data.bnf.fr/ark:/12148/cb13621792p
LH/2609/40,12739147c,https://data.bnf.fr/ark:/12148/cb12739147c
LH/1241/6,11906434q,https://data.bnf.fr/ark:/12148/cb11906434q
LH/1352/70,10745956h,https://data.bnf.fr/ark:/12148/cb10745956h
LH/1625/12,12179764d,https://data.bnf.fr/ark:/12148/cb12179764d
LH/1873/15,12284265j,https://data.bnf.fr/ark:/12148/cb12284265j
LH/2216/64,153735018,https://data.bnf.fr/ark:/12148/cb153735018
LH/35/81,107401710,https://data.bnf.fr/ark:/12148/cb107401710
LH/2572/35,134672838 |15336541d,https://data.bnf.fr/ark:/12148/cb134672838 | https://data.bnf.fr/ark:/12148/cb15336541d
LH/2681/1,104215822,https://data.bnf.fr/ark:/12148/cb104215822
19800035/1407/62653,15153589r,https://data.bnf.fr/ark:/12148/cb15153589r
19800035/1000/15698,14842672x,https://data.bnf.fr/ark:/12148/cb14842672x
LH/951/26,10585174q,https://data.bnf.fr/ark:/12148/cb10585174q
LH/1676/17,124237842,https://data.bnf.fr/ark:/12148/cb124237842
LH/58/65,136141242,https://data.bnf.fr/ark:/12148/cb136141242
LH/982/50,16250902j,https://data.bnf.fr/ark:/12148/cb16250902j
LH/2317/37,10742283r,https://data.bnf.fr/ark:/12148/cb10742283r
LH/674/39,145284439,https://data.bnf.fr/ark:/12148/cb145284439
LH/549/11,10522348r,https://data.bnf.fr/ark:/12148/cb10522348r
LH/726/47,10696518z,https://data.bnf.fr/ark:/12148/cb10696518z
LH/1294/3,106870743 |13426338n,https://data.bnf.fr/ark:/12148/cb106870743 | https://data.bnf.fr/ark:/12148/cb13426338n
LH/1863/20,12566492k,https://data.bnf.fr/ark:/12148/cb12566492k
LH/2361/49,107064645,https://data.bnf.fr/ark:/12148/cb107064645
LH/2421/7,12129356n,https://data.bnf.fr/ark:/12148/cb12129356n
19800035/793/89669,13567391b,https://data.bnf.fr/ark:/12148/cb13567391b
19800035/273/36518,14916787r,https://data.bnf.fr/ark:/12148/cb14916787r
19800035/111/14019,16624049r,https://data.bnf.fr/ark:/12148/cb16624049r
LH/1196/24,10311654q,https://data.bnf.fr/ark:/12148/cb10311654q
LH/1377/17,125689615,https://data.bnf.fr/ark:/12148/cb125689615
LH/1212/21,102165654,https://data.bnf.fr/ark:/12148/cb102165654
LH/1693/44,15354870r,https://data.bnf.fr/ark:/12148/cb15354870r
LH/58/7,14977596n,https://data.bnf.fr/ark:/12148/cb14977596n
LH/347/2,10564500m,https://data.bnf.fr/ark:/12148/cb10564500m
LH/1974/44,16576277w,https://data.bnf.fr/ark:/12148/cb16576277w
LH/677/46,12110424x,https://data.bnf.fr/ark:/12148/cb12110424x
LH/2328/64,10683374z,https://data.bnf.fr/ark:/12148/cb10683374z
LH/2424/18,15342776v,https://data.bnf.fr/ark:/12148/cb15342776v
LH/293/19,120497905,https://data.bnf.fr/ark:/12148/cb120497905
LH/1257/60,10437347n,https://data.bnf.fr/ark:/12148/cb10437347n
LH/699/8,10466937c,https://data.bnf.fr/ark:/12148/cb10466937c
LH/2691/13,15375224k,https://data.bnf.fr/ark:/12148/cb15375224k
19800035/1416/63640,11467074g,https://data.bnf.fr/ark:/12148/cb11467074g
LH/1144/36,10721948h,https://data.bnf.fr/ark:/12148/cb10721948h
19800035/1277/47237,10742172t,https://data.bnf.fr/ark:/12148/cb10742172t
LH/2663/53,10713482k,https://data.bnf.fr/ark:/12148/cb10713482k
LH/1509/69,12619044g,https://data.bnf.fr/ark:/12148/cb12619044g
LH/684/90,103484356,https://data.bnf.fr/ark:/12148/cb103484356
LH/537/38,10465707n,https://data.bnf.fr/ark:/12148/cb10465707n
LH/1216/15,103546997,https://data.bnf.fr/ark:/12148/cb103546997
19800035/547/62508,16694799p,https://data.bnf.fr/ark:/12148/cb16694799p
19800035/21/2595,16926860g,https://data.bnf.fr/ark:/12148/cb16926860g
LH/268/10,11328620f,https://data.bnf.fr/ark:/12148/cb11328620f
LH/363/66,13003302t,https://data.bnf.fr/ark:/12148/cb13003302t
LH/170/53,145160901,https://data.bnf.fr/ark:/12148/cb145160901
LH/1390/56,101803255,https://data.bnf.fr/ark:/12148/cb101803255
LH/2150/54,14955133r,https://data.bnf.fr/ark:/12148/cb14955133r
LH/717/22,11001820c,https://data.bnf.fr/ark:/12148/cb11001820c
19800035/1038/19756,125908231,https://data.bnf.fr/ark:/12148/cb125908231
19800035/267/35667,106772315,https://data.bnf.fr/ark:/12148/cb106772315
LH/669/57,10305300q,https://data.bnf.fr/ark:/12148/cb10305300q
19800035/149/19052,162445982,https://data.bnf.fr/ark:/12148/cb162445982
LH/808/37,16243008n,https://data.bnf.fr/ark:/12148/cb16243008n
LH/1190/5,11905697x,https://data.bnf.fr/ark:/12148/cb11905697x
LH/1099/65,10271080p,https://data.bnf.fr/ark:/12148/cb10271080p
19800035/1285/48309,135492391,https://data.bnf.fr/ark:/12148/cb135492391
LH/2395/54,12157833h,https://data.bnf.fr/ark:/12148/cb12157833h
19800035/241/32058,14952337z,https://data.bnf.fr/ark:/12148/cb14952337z
19800035/245/32600,15241390w,https://data.bnf.fr/ark:/12148/cb15241390w
19800035/391/52358,139934224,https://data.bnf.fr/ark:/12148/cb139934224
LH/982/44,10714479x,https://data.bnf.fr/ark:/12148/cb10714479x
LH/992/34,12336754w,https://data.bnf.fr/ark:/12148/cb12336754w
LH/220/20,10729501p,https://data.bnf.fr/ark:/12148/cb10729501p
LH/995/5,13762665r,https://data.bnf.fr/ark:/12148/cb13762665r
19800035/988/14411,12945712z,https://data.bnf.fr/ark:/12148/cb12945712z
LH/1270/69,17040651h,https://data.bnf.fr/ark:/12148/cb17040651h
LH/1314/5,124625158,https://data.bnf.fr/ark:/12148/cb124625158
LH/1408/28,16673608m,https://data.bnf.fr/ark:/12148/cb16673608m
19800035/1325/53425,108245020,https://data.bnf.fr/ark:/12148/cb108245020
LH/1833/5,12384339f,https://data.bnf.fr/ark:/12148/cb12384339f
LH/2190/12,136227202,https://data.bnf.fr/ark:/12148/cb136227202
LH/1631/5,169332113,https://data.bnf.fr/ark:/12148/cb169332113
LH/1091/49,12356786x,https://data.bnf.fr/ark:/12148/cb12356786x
19800035/760/86355,145883318,https://data.bnf.fr/ark:/12148/cb145883318
LH/2332/66,12191162j,https://data.bnf.fr/ark:/12148/cb12191162j
LH/2396/23,11969573v,https://data.bnf.fr/ark:/12148/cb11969573v
LH/107/30,14968858z,https://data.bnf.fr/ark:/12148/cb14968858z
LH/1294/19,104389497,https://data.bnf.fr/ark:/12148/cb104389497
19800035/133/16833,16165256s,https://data.bnf.fr/ark:/12148/cb16165256s
19800035/232/30765,13603497n,https://data.bnf.fr/ark:/12148/cb13603497n
LH/1800/32,107261909,https://data.bnf.fr/ark:/12148/cb107261909
19800035/127/16018,119162393,https://data.bnf.fr/ark:/12148/cb119162393
LH/313/59,12350423r,https://data.bnf.fr/ark:/12148/cb12350423r
LH/715/57,15081504h,https://data.bnf.fr/ark:/12148/cb15081504h
19800035/405/54256,120067255,https://data.bnf.fr/ark:/12148/cb120067255
19800035/447/59849,11920450x,https://data.bnf.fr/ark:/12148/cb11920450x
LH/1476/4,12523163m,https://data.bnf.fr/ark:/12148/cb12523163m
LH/1277/64,149768727,https://data.bnf.fr/ark:/12148/cb149768727
LH/704/101,12522645t,https://data.bnf.fr/ark:/12148/cb12522645t
LH/325/25,14646480m,https://data.bnf.fr/ark:/12148/cb14646480m
19800035/723/82209,12551292m,https://data.bnf.fr/ark:/12148/cb12551292m
LH/2337/30,15017002f,https://data.bnf.fr/ark:/12148/cb15017002f
19800035/310/41727,13530019g,https://data.bnf.fr/ark:/12148/cb13530019g
LH/1340/24,106178845,https://data.bnf.fr/ark:/12148/cb106178845
19800035/1185/37124,129402471,https://data.bnf.fr/ark:/12148/cb129402471
19800035/119/15015,13402953t,https://data.bnf.fr/ark:/12148/cb13402953t
LH/1980/22,10715423j,https://data.bnf.fr/ark:/12148/cb10715423j
LH/1911/39,11916556h,https://data.bnf.fr/ark:/12148/cb11916556h
LH/2693/76,16234496w,https://data.bnf.fr/ark:/12148/cb16234496w
LH/328/47,127225169 |149662444,https://data.bnf.fr/ark:/12148/cb127225169 | https://data.bnf.fr/ark:/12148/cb149662444
19800035/727/82682,149728441,https://data.bnf.fr/ark:/12148/cb149728441
LH/41/9,152883923,https://data.bnf.fr/ark:/12148/cb152883923
19800035/242/32169,15765978x,https://data.bnf.fr/ark:/12148/cb15765978x
LH/39/80,12460025q,https://data.bnf.fr/ark:/12148/cb12460025q
19800035/458/61311,11054115m,https://data.bnf.fr/ark:/12148/cb11054115m
19800035/1234/42511,146537264,https://data.bnf.fr/ark:/12148/cb146537264
LH/49/20,13190408g,https://data.bnf.fr/ark:/12148/cb13190408g
LH/1276/77,14955907d,https://data.bnf.fr/ark:/12148/cb14955907d
LH/691/35,14955907d,https://data.bnf.fr/ark:/12148/cb14955907d
19800035/400/53609,12196657j,https://data.bnf.fr/ark:/12148/cb12196657j
LH/1357/29,12398134b,https://data.bnf.fr/ark:/12148/cb12398134b
LH/1861/6,124595461,https://data.bnf.fr/ark:/12148/cb124595461
19800035/1428/65172,130135404,https://data.bnf.fr/ark:/12148/cb130135404
19800035/177/22815,11301215n,https://data.bnf.fr/ark:/12148/cb11301215n
LH/391/56,127530592,https://data.bnf.fr/ark:/12148/cb127530592
LH/685/37,162077615,https://data.bnf.fr/ark:/12148/cb162077615
LH/1528/11,13378530s,https://data.bnf.fr/ark:/12148/cb13378530s
19800035/1390/60441,17754867t,https://data.bnf.fr/ark:/12148/cb17754867t
LH/2331/30,10372043w,https://data.bnf.fr/ark:/12148/cb10372043w
19800035/1357/57123,13008598f,https://data.bnf.fr/ark:/12148/cb13008598f
19800035/191/24901,113349675,https://data.bnf.fr/ark:/12148/cb113349675
LH/2675/101,16753817w,https://data.bnf.fr/ark:/12148/cb16753817w
LH/2719/3,10740753q,https://data.bnf.fr/ark:/12148/cb10740753q
LH/2787/36,14957005q,https://data.bnf.fr/ark:/12148/cb14957005q
LH/262/11,13476128t,https://data.bnf.fr/ark:/12148/cb13476128t
LH/501/86,13210137r,https://data.bnf.fr/ark:/12148/cb13210137r
LH/1658/39,10697666b,https://data.bnf.fr/ark:/12148/cb10697666b
LH/2576/45,15367331d,https://data.bnf.fr/ark:/12148/cb15367331d
LH/486/2,10389499h,https://data.bnf.fr/ark:/12148/cb10389499h
19800035/462/61794,12347016v,https://data.bnf.fr/ark:/12148/cb12347016v
19800035/1432/65754,14977897t,https://data.bnf.fr/ark:/12148/cb14977897t
LH/2176/20,12997686r,https://data.bnf.fr/ark:/12148/cb12997686r
LH/2476/52,12014508r,https://data.bnf.fr/ark:/12148/cb12014508r
LH/2600/43,13321853j,https://data.bnf.fr/ark:/12148/cb13321853j
19800035/971/12621,149717586,https://data.bnf.fr/ark:/12148/cb149717586
19800035/245/32630,14973054c,https://data.bnf.fr/ark:/12148/cb14973054c
LH/156/75,12463055c,https://data.bnf.fr/ark:/12148/cb12463055c
19800035/966/12071,12938863n,https://data.bnf.fr/ark:/12148/cb12938863n
LH/486/61,10600079g,https://data.bnf.fr/ark:/12148/cb10600079g
19800035/930/8356,114558849,https://data.bnf.fr/ark:/12148/cb114558849
LH/1148/43,16573578b,https://data.bnf.fr/ark:/12148/cb16573578b
19800035/1440/66695,126194108,https://data.bnf.fr/ark:/12148/cb126194108
LH/1744/4,10747138v,https://data.bnf.fr/ark:/12148/cb10747138v
LH/2052/4,169060678,https://data.bnf.fr/ark:/12148/cb169060678
19800035/1232/42135,17778560z,https://data.bnf.fr/ark:/12148/cb17778560z
LH/2307/25,12514401x,https://data.bnf.fr/ark:/12148/cb12514401x
LH/2519/23,16695167n,https://data.bnf.fr/ark:/12148/cb16695167n
19800035/28/3535,12417618r,https://data.bnf.fr/ark:/12148/cb12417618r
LH/1621/55,12593098f,https://data.bnf.fr/ark:/12148/cb12593098f
LH/2184/53,36841361p,https://data.bnf.fr/ark:/12148/cb36841361p
LH/1003/44,125108748,https://data.bnf.fr/ark:/12148/cb125108748
LH/1671/78,124873787,https://data.bnf.fr/ark:/12148/cb124873787
LH/2336/33,12459596k,https://data.bnf.fr/ark:/12148/cb12459596k
LH/2370/5,122410314,https://data.bnf.fr/ark:/12148/cb122410314
LH/87/65,154311658,https://data.bnf.fr/ark:/12148/cb154311658
LH/710/31,11330829c,https://data.bnf.fr/ark:/12148/cb11330829c
LH/725/48,126011109,https://data.bnf.fr/ark:/12148/cb126011109
LH/962/27,106162321,https://data.bnf.fr/ark:/12148/cb106162321
LH/837/47,12938055t,https://data.bnf.fr/ark:/12148/cb12938055t
LH/86/84,15555372n,https://data.bnf.fr/ark:/12148/cb15555372n
LH/765/68,109459158,https://data.bnf.fr/ark:/12148/cb109459158
LH/789/4,119003898,https://data.bnf.fr/ark:/12148/cb119003898
LH/872/7,13485964v,https://data.bnf.fr/ark:/12148/cb13485964v
LH/992/3,12511943h,https://data.bnf.fr/ark:/12148/cb12511943h
LH/775/54,121254966,https://data.bnf.fr/ark:/12148/cb121254966
LH/2172/7,140635033,https://data.bnf.fr/ark:/12148/cb140635033
LH/1341/69,10730565z,https://data.bnf.fr/ark:/12148/cb10730565z
LH/2367/2,119223833,https://data.bnf.fr/ark:/12148/cb119223833
19800035/218/28621,10584787g,https://data.bnf.fr/ark:/12148/cb10584787g
LH/1324/28,10687159g,https://data.bnf.fr/ark:/12148/cb10687159g
19800035/1449/67612,121837049,https://data.bnf.fr/ark:/12148/cb121837049
19800035/95/11960,10973291k,https://data.bnf.fr/ark:/12148/cb10973291k
LH/208/58,15290537s,https://data.bnf.fr/ark:/12148/cb15290537s
LH/221/7,12566609r,https://data.bnf.fr/ark:/12148/cb12566609r
LH/506/3,107237024,https://data.bnf.fr/ark:/12148/cb107237024
19800035/1257/45028,11175384t,https://data.bnf.fr/ark:/12148/cb11175384t
LH/1259/53,12982356k,https://data.bnf.fr/ark:/12148/cb12982356k
19800035/55/6642,111677904,https://data.bnf.fr/ark:/12148/cb111677904
LH/1090/70,13257764t,https://data.bnf.fr/ark:/12148/cb13257764t
19800035/728/82800,104684720,https://data.bnf.fr/ark:/12148/cb104684720
19800035/655/75421,10367689v,https://data.bnf.fr/ark:/12148/cb10367689v
