ville,coordinatelieu
Maignelay-Montigny,Point(2.520277777 49.552222222)
Saint-Sylvestre,Point(6.019166666 45.8375)
Sourdeval-les-Bois,Point(-1.264722222 48.910277777)
Lesbois,Point(-0.804444444 48.441111111)
Feigères,Point(6.080555555 46.112777777)
Vaupillon,Point(0.995 48.460277777)
Puzieux,Point(6.0975 48.332777777)
La Villeneuve-au-Chêne,Point(4.388888888 48.238888888)
Habère-Lullin,Point(6.4525 46.233611111)
Les Molières,Point(2.068888888 48.672222222)
Crempigny-Bonneguête,Point(5.903055555 45.951666666)
Fiac,Point(1.906944444 43.701666666)
Gevresin,Point(6.041944444 46.967222222)
Loisin,Point(6.310277777 46.291666666)
Gorron,Point(-0.812777777 48.411666666)
Aurin,Point(1.683333333 43.536944444)
Villeneuve-la-Guyard,Point(3.064444444 48.34)
Serre-les-Moulières,Point(5.616944444 47.205)
Pillemoine,Point(5.906944444 46.700277777)
La Bauche,Point(5.765 45.4825)
Le Sap,Point(0.338611111 48.894444444)
Condrieu,Point(4.767777777 45.463055555)
Vioménil,Point(6.181111111 48.093611111)
Urepel,Point(-1.416388888 43.069722222)
Salins-les-Thermes,Point(6.528611111 45.471944444)
Chavanod,Point(6.039722222 45.89)
Yzengremer,Point(1.517777777 50.060555555)
Saint-Barthélemy,Point(-1.33139 43.51444)
Saint-Barthélemy,Point(-1.331388888 43.514444444)
Villedômain,Point(1.255833333 47.052777777)
Péone,Point(6.908333333 44.1175)
Villebon-sur-Yvette,Point(2.227777777 48.7)
Pontigny,Point(3.710833333 47.906944444)
Rennes-en-Grenouilles,Point(-0.512222222 48.4925)
Virey,Point(-1.133611111 48.584444444)
Darney,Point(6.045833333 48.085)
Soubise,Point(-1.008888888 45.925277777)
Santilly,Point(4.694722222 46.614722222)
Les Fourgs,Point(6.405277777 46.834166666)
Castres,Point(3.2375 49.804166666)
Warloy-Baillon,Point(2.523611111 50.01)
Vallères,Point(0.474166666 47.311666666)
Semoine,Point(4.088055555 48.679166666)
Fourcatier-et-Maison-Neuve,Point(6.317777777 46.7625)
Prats-de-Mollo-la-Preste,Point(2.479166666 42.403888888)
Anville,Point(-0.113888888 45.828888888)
Le Donjon,Point(3.792777777 46.350555555)
Cambremer,Point(0.047777777 49.151944444)
Damazan,Point(0.275555555 44.290277777)
Saint-Agnan-en-Vercors,Point(5.431111111 44.935555555)
Courtelevant,Point(7.08 47.517222222)
Rezay,Point(2.178611111 46.672777777)
Thury-Harcourt,Point(-0.474166666 48.983888888)
Gorrevod,Point(4.941111111 46.415833333)
Codolet,Point(4.702222222 44.126111111)
Aubussargues,Point(4.325 44.007222222)
Chèvremont,Point(6.923055555 47.628888888)
Soucelles,Point(-0.418333333 47.568888888)
Coëtmieux,Point(-2.600555555 48.491944444)
Cessales,Point(1.741944444 43.457777777)
Audignicourt,Point(3.133333333 49.478333333)
Bessoncourt,Point(6.932222222 47.645555555)
Faverges,Point(6.293888888 45.746666666)
Sampigny,Point(5.511388888 48.825)
Marions,Point(-0.090555555 44.383888888)
Sabalos,Point(0.139444444 43.285277777)
Fleury-Mérogis,Point(2.361388888 48.629444444)
Quintigny,Point(5.525555555 46.734166666)
Beaucourt-en-Santerre,Point(2.585555555 49.793055555)
Limanton,Point(3.738333333 46.990277777)
Bossey,Point(6.159166666 46.151666666)
Arrast-Larrebieu,Point(-0.85 43.293333333)
Mtsamboro,Point(45.069166666 -12.698055555)
Danjoutin,Point(6.863888888 47.617777777)
Aspères,Point(4.039444444 43.808333333)
Chapelle-des-Bois,Point(6.114444444 46.598333333)
Croix,Point(6.954722222 47.445277777)
Surgères,Point(-0.751666666 46.108055555)
Courtefontaine,Point(6.908055555 47.320555555)
Coupvray,Point(2.793611111 48.891944444)
Ambrières-les-Vallées,Point(-0.630555555 48.402222222)
Sablé-sur-Sarthe,Point(-0.334166666 47.84)
Saint-Fons,Point(4.853333333 45.708611111)
Coizard-Joches,Point(3.865833333 48.828055555)
Mesnil-Saint-Père,Point(4.337222222 48.250555555)
Chabreloche,Point(3.696666666 45.878888888)
Arrigas,Point(3.480277777 43.988888888)
Sedzère,Point(-0.173333333 43.340277777)
Pouyastruc,Point(0.170833333 43.267777777)
Essert-Romand,Point(6.671111111 46.201666666)
Oô,Point(0.506388888 42.797222222)
Fouras,Point(-1.093055555 45.987777777)
Saint-Germain-le-Gaillard,Point(-1.782222222 49.486388888)
Buc,Point(6.785277777 47.614722222)
Boiscommun,Point(2.383055555 48.036666666)
Aigaliers,Point(4.320277777 44.059444444)
Oléac-Debat,Point(0.138055555 43.269444444)
Sainte-Anastasie-sur-Issole,Point(6.124722222 43.3425)
Saint-Julien-de-Concelles,Point(-1.385555555 47.253333333)
Brax,Point(0.551666666 44.203055555)
Yvrench,Point(2.004444444 50.178611111)
Boussières,Point(5.901388888 47.1575)
Bovel,Point(-1.976944444 47.950277777)
Benon,Point(-0.815277777 46.204722222)
Vignory,Point(5.103055555 48.278055555)
Vendeuvre-sur-Barse,Point(4.467777777 48.238333333)
Lompnas,Point(5.520277777 45.803055555)
Entrevennes,Point(6.023333333 43.937777777)
Lostanges,Point(1.767222222 45.065833333)
Billième,Point(5.809444444 45.719166666)
Châtillon-sur-Cluses,Point(6.5825 46.087222222)
Biéville-Quétiéville,Point(-0.038055555 49.109166666)
Baron,Point(4.281111111 44.049166666)
Ville-la-Grand,Point(6.246944444 46.202222222)
Sérempuy,Point(0.824166666 43.760833333)
Saint-Julien,Point(-2.816388888 48.4525)
Juvigny-sur-Seulles,Point(-0.613888888 49.1625)
Saint-Ours,Point(5.989166666 45.748333333)
Arraye-et-Han,Point(6.291388888 48.840277777)
Tallard,Point(6.054444444 44.461666666)
Groslée,Point(5.566666666 45.712777777)
Cheniers,Point(4.243611111 48.885)
Prémeyzel,Point(5.648055555 45.683888888)
Saint-Juvin,Point(4.939444444 49.335)
Vals,Point(1.760555555 43.095833333)
Préveranges,Point(2.254722222 46.4325)
Orcier,Point(6.491944444 46.3125)
Pressignac-Vicq,Point(0.721666666 44.895277777)
Préaux,Point(-0.466111111 47.935833333)
Chanceaux-sur-Choisille,Point(0.703333333 47.470833333)
Phalempin,Point(3.016388888 50.516944444)
Milon-la-Chapelle,Point(2.049166666 48.726388888)
Taradeau,Point(6.427222222 43.454166666)
Les Chalesmes,Point(6.038055555 46.689444444)
Sault-Brénaz,Point(5.41 45.855277777)
Billy-sur-Oisy,Point(3.412777777 47.479722222)
Cornot,Point(5.833888888 47.693333333)
Bonnevaux,Point(6.670277777 46.296944444)
Souclin,Point(5.418333333 45.876111111)
Cabasse,Point(6.221944444 43.426111111)
Saint-Vallier-de-Thiey,Point(6.847777777 43.698888888)
Pierrefeu-du-Var,Point(6.145277777 43.224444444)
Le Val,Point(6.073055555 43.439444444)
Linthes,Point(3.847222222 48.73)
Blanot,Point(4.734722222 46.473333333)
Siest,Point(-1.131388888 43.649444444)
Vauvenargues,Point(5.602777777 43.555277777)
Ancizan,Point(0.339166666 42.873333333)
Charquemont,Point(6.821666666 47.214166666)
Matoury,Point(-52.331111111 4.850555555)
Tripleville,Point(1.486111111 47.943611111)
Dompierre-sur-Mont,Point(5.608611111 46.559166666)
Cerqueux,Point(0.363055555 48.994166666)
Ligny-en-Cambrésis,Point(3.379166666 50.099722222)
Vélye,Point(4.126111111 48.8875)
Mouriès,Point(4.871111111 43.689166666)
Château-du-Loir,Point(0.418055555 47.693333333)
Clairegoutte,Point(6.621388888 47.663611111)
Allonzier-la-Caille,Point(6.116666666 46.003333333)
Urvillers,Point(3.309444444 49.789444444)
Les Ayvelles,Point(4.756944444 49.721388888)
Margencel,Point(6.432222222 46.338055555)
Lahitte,Point(0.680277777 43.660277777)
Oëlleville,Point(6.020555555 48.334444444)
Magny-la-Fosse,Point(3.274722222 49.933611111)
Chomérac,Point(4.661388888 44.708611111)
Sucé-sur-Erdre,Point(-1.53333 47.33333)
Sucé-sur-Erdre,Point(-1.529444444 47.344722222)
Brunehamel,Point(4.181944444 49.769722222)
Castanet,Point(2.029444444 43.975)
Loudun,Point(0.083611111 47.01)
Marcillac-la-Croze,Point(1.743055555 45.035277777)
Combloux,Point(6.641111111 45.895555555)
Messery,Point(6.291666666 46.351111111)
Lourdoueix-Saint-Michel,Point(1.73 46.426666666)
Saint-Maur,Point(2.298611111 46.58)
Saint-Dyé-sur-Loire,Point(1.488611111 47.655833333)
Saint-Micaud,Point(4.546666666 46.691388888)
Vaugneray,Point(4.656388888 45.737777777)
Bais,Point(-0.365555555 48.253611111)
Gaillard,Point(6.2075 46.185)
Bourgneuf-en-Retz,Point(-1.952777777 47.043055555)
Sainte-Marie,Point(0.621388888 42.972777777)
Etsaut,Point(-0.570277777 42.9125)
Moitron-sur-Sarthe,Point(0.031388888 48.239722222)
Bourbon-Lancy,Point(3.773333333 46.619444444)
Écorpain,Point(0.661944444 47.936944444)
Brumetz,Point(3.160555555 49.101944444)
Baleyssagues,Point(0.154722222 44.684444444)
Marignieu,Point(5.721111111 45.796944444)
Saint-Pons-la-Calm,Point(4.556944444 44.1025)
Hesbécourt,Point(3.129722222 49.944166666)
La Cadière-d'Azur,Point(5.755555555 43.195833333)
Ambrief,Point(3.401388888 49.318888888)
Suippes,Point(4.531944444 49.13)
Laurenan,Point(-2.535555555 48.199166666)
Machilly,Point(6.331388888 46.251666666)
Thuy,Point(0.244166666 43.258333333)
Les Grandes-Loges,Point(4.293333333 49.065277777)
Ludres,Point(6.161666666 48.621666666)
Allègre-les-Fumades,Point(4.233888888 44.184722222)
Presles-et-Boves,Point(3.559166666 49.393055555)
Sail-les-Bains,Point(3.845555555 46.238333333)
Thônes,Point(6.325555555 45.882222222)
Saint-Jeanvrin,Point(2.233888888 46.595555555)
Groisy,Point(6.171388888 46.018333333)
Neuilly-en-Thelle,Point(2.285277777 49.223611111)
Pontaumur,Point(2.674722222 45.868611111)
Albigny-sur-Saône,Point(4.831944444 45.865277777)
Villereversure,Point(5.396111111 46.191944444)
Virlet,Point(2.698055555 46.155)
Lanchères,Point(1.554722222 50.158611111)
Varessia,Point(5.54 46.559722222)
Canari,Point(9.33 42.845555555)
Saint-Christophe-le-Chaudry,Point(2.368888888 46.581666666)
Masseube,Point(0.578888888 43.429722222)
Ayzac-Ost,Point(-0.096388888 43.023611111)
Tanavelle,Point(2.998333333 45.022777777)
Darvault,Point(2.734444444 48.271111111)
Saint-Julien-les-Rosiers,Point(4.109166666 44.173888888)
Estampures,Point(0.2825 43.371388888)
Gençay,Point(0.405 46.3725)
Sidiailles,Point(2.318888888 46.507222222)
Croce,Point(9.361666666 42.413888888)
Saint-Hilaire-la-Croix,Point(3.045555555 46.046666666)
Châtillon-le-Duc,Point(6.006944444 47.304166666)
Vertolaye,Point(3.707222222 45.649444444)
Songy,Point(4.500277777 48.802222222)
Heippes,Point(5.293055555 48.993888888)
Hennemont,Point(5.666111111 49.133611111)
Le Pin-en-Mauges,Point(-0.899166666 47.253611111)
Menetou-Salon,Point(2.486388888 47.231944444)
Martinpuich,Point(2.764722222 50.050277777)
Évaux-et-Ménil,Point(6.298888888 48.324444444)
Champtoceaux,Point(-1.266666666 47.336944444)
Contest,Point(-0.656111111 48.262222222)
Autechaux,Point(6.385277777 47.377777777)
Chiroubles,Point(4.665555555 46.180555555)
Chaponnay,Point(4.936111111 45.6275)
Job,Point(3.745555555 45.616111111)
Thoury,Point(1.596388888 47.629722222)
Prasville,Point(1.710833333 48.275833333)
Saint-Antonin-du-Var,Point(6.286944444 43.506666666)
La Brévière,Point(0.163611111 48.9725)
Recologne,Point(5.83 47.273055555)
Saint-Laurent-de-Chamousset,Point(4.464166666 45.738333333)
La Roche-Rigault,Point(0.178055555 46.969444444)
Blismes,Point(3.820277777 47.131388888)
Saint-Hilaire-le-Grand,Point(4.463611111 49.171111111)
Dozulé,Point(-0.043611111 49.231666666)
Sainte-Colombe-de-Villeneuve,Point(0.659166666 44.359444444)
Thaon-les-Vosges,Point(6.42 48.250555555)
Turgy,Point(4.0425 48.024166666)
Aulnat,Point(3.1675 45.799166666)
Pourrières,Point(5.733888888 43.503888888)
Saint-Étienne-de-Mer-Morte,Point(-1.742777777 46.929722222)
Reignac,Point(-0.183055555 45.4225)
Saint-Georges-de-Reneins,Point(4.721666666 46.061944444)
Rayol-Canadel-sur-Mer,Point(6.461666666 43.158611111)
Saint-Forgeux,Point(4.474722222 45.858888888)
Saint-Julien,Point(5.915277777 43.693888888)
Grazay,Point(-0.482222222 48.290555555)
Villemotier,Point(5.321111111 46.346111111)
Lierval,Point(3.616666666 49.484166666)
Frasne-les-Meulières,Point(5.501944444 47.204444444)
Semoussac,Point(-0.624166666 45.386111111)
Barrême,Point(6.367777777 43.953611111)
Neuvy-en-Sullias,Point(2.245277777 47.794444444)
Quincy,Point(2.156944444 47.133611111)
Poleymieux-au-Mont-d'Or,Point(4.8 45.856111111)
Magnac-sur-Touvre,Point(0.237222222 45.665555555)
Le Puy-Notre-Dame,Point(-0.235 47.125277777)
Saint-Germain-lès-Senailly,Point(4.273055555 47.598055555)
Saint-Momelin,Point(2.250833333 50.793611111)
Villacerf,Point(3.991111111 48.398888888)
Vienne-en-Arthies,Point(1.718055555 49.066388888)
Ségalas,Point(0.531111111 44.587222222)
Altiani,Point(9.291388888 42.237222222)
Romain,Point(3.770555555 49.330277777)
Croix-Mare,Point(0.850277777 49.602222222)
Couin,Point(2.530555555 50.135)
Saint-Valery-en-Caux,Point(0.706944444 49.863055555)
Chavignon,Point(3.521111111 49.478888888)
Saint-Gingolph,Point(6.801944444 46.392222222)
Authumes,Point(5.302777777 46.889722222)
Blausasc,Point(7.365277777 43.804722222)
Castelnau-de-Montmiral,Point(1.820833333 43.965555555)
Girauvoisin,Point(5.628333333 48.803888888)
Huiron,Point(4.541111111 48.702222222)
Bonnesvalyn,Point(3.316666666 49.121944444)
La Brûlatte,Point(-0.953333333 48.085277777)
Sénestis,Point(0.230833333 44.421944444)
Doudeauville,Point(1.704722222 49.5725)
Saint-Martin-de-Landelles,Point(-1.171944444 48.545833333)
La Rouaudière,Point(-1.191944444 47.83)
Autechaux-Roide,Point(6.814722222 47.391944444)
Rouessé-Fontaine,Point(0.149722222 48.3225)
Flassans-sur-Issole,Point(6.221111111 43.368611111)
Le Crocq,Point(2.179444444 49.626944444)
Lachaussée,Point(5.818611111 49.037222222)
Merville,Point(1.297777777 43.721388888)
Urdens,Point(0.700555555 43.856666666)
Ollioules,Point(5.846944444 43.139444444)
Fayence,Point(6.693888888 43.623333333)
Salernes,Point(6.233888888 43.563333333)
La Roche-Blanche,Point(3.126388888 45.700555555)
Saint-Malo-de-Guersac,Point(-2.179722222 47.350833333)
Erloy,Point(3.829722222 49.913333333)
Le Mesnil-Durand,Point(0.140277777 49.044166666)
Coulombs,Point(1.544166666 48.652777777)
Saffres,Point(4.578611111 47.368333333)
Bescat,Point(-0.427222222 43.125)
Bescat,Point(-0.41667 43.13333)
Monein,Point(-0.579444444 43.320277777)
Teillet,Point(2.339166666 43.834444444)
Toussieux,Point(4.828611111 45.960555555)
Lisle-sur-Tarn,Point(1.811111111 43.853611111)
Suriauville,Point(5.863333333 48.168333333)
Veuxhaulles-sur-Aube,Point(4.802222222 47.944722222)
Saint-Rémy-en-Mauges,Point(-1.075555555 47.270833333)
Sainte-Gemmes-d'Andigné,Point(-0.884722222 47.674722222)
Nernier,Point(6.303611111 46.365555555)
Plaisance,Point(0.046388888 43.605555555)
Saint-Galmier,Point(4.317222222 45.59)
Biron,Point(-0.735277777 43.462222222)
Saint-Jean-de-Thurigneux,Point(4.882222222 45.952222222)
Saint-Louis-et-Parahou,Point(2.319444444 42.847777777)
Bouyon,Point(7.123055555 43.824444444)
Chouy,Point(3.248055555 49.205833333)
Le Mesnil-Ozenne,Point(-1.230833333 48.666944444)
Thésy,Point(5.923333333 46.9125)
Lavans-lès-Saint-Claude,Point(5.782222222 46.386111111)
La Croupte,Point(0.285 49.026388888)
Loupiac,Point(1.460833333 44.817777777)
La Ravoire,Point(5.966388888 45.556944444)
Quet-en-Beaumont,Point(5.873611111 44.834722222)
Landelles-et-Coupigny,Point(-0.997777777 48.887777777)
Mandres-les-Roses,Point(2.544444444 48.702222222)
Saint-Palais,Point(2.42 47.2325)
Asque,Point(0.255555555 43.043888888)
Auxais,Point(-1.298611111 49.213055555)
Marsainvilliers,Point(2.284444444 48.221388888)
Vaxoncourt,Point(6.411388888 48.290833333)
Vernix,Point(-1.224722222 48.715555555)
Castelferrus,Point(1.0875 44.009444444)
Saint-Ouen-de-Thouberville,Point(0.887777777 49.356666666)
Saint-Père-sur-Loire,Point(2.370277777 47.774722222)
Hergnies,Point(3.521944444 50.474444444)
Goussaincourt,Point(5.688888888 48.485)
Tessy-sur-Vire,Point(-1.060833333 48.974444444)
Saint-Martin-le-Vinoux,Point(5.716388888 45.203055555)
Sainte-Croix,Point(2.067777777 43.971944444)
Wargnies-le-Grand,Point(3.660277777 50.308055555)
Lurcy,Point(4.781111111 46.062777777)
Bas-et-Lezat,Point(3.300277777 46.024722222)
Laguian-Mazous,Point(0.258055555 43.42)
Angerville,Point(-0.032777777 49.243055555)
Montceaux,Point(4.797222222 46.096388888)
Fillièvres,Point(2.160833333 50.318888888)
Les Alleux,Point(4.738055555 49.470833333)
Morchies,Point(2.955277777 50.138333333)
Perrex,Point(4.978055555 46.245555555)
Asnois,Point(3.597777777 47.398611111)
Boisset,Point(3.982777777 45.323888888)
Legé,Point(-1.598888888 46.885555555)
Sainte-Aulde,Point(3.17238 48.9934)
Sainte-Aulde,Point(3.173055555 48.993888888)
Kerfeunteun,Point(-4.1 48.0)
Saint-Rémy-de-Sillé,Point(-0.092777777 48.186111111)
Sauqueville,Point(1.07 49.855833333)
Lay-Saint-Christophe,Point(6.200555555 48.748055555)
Pressignac,Point(0.743055555 45.825833333)
Fontenay-le-Marmion,Point(-0.353055555 49.093333333)
Mièges,Point(6.036944444 46.7825)
Agonges,Point(3.158611111 46.606111111)
Hauteville,Point(3.522222222 49.878055555)
Écury-sur-Coole,Point(4.334722222 48.895)
Borce,Point(-0.572777777 42.909166666)
Noyers,Point(2.523333333 47.914722222)
Gumiane,Point(5.276111111 44.51)
Pomayrols,Point(3.024722222 44.471388888)
Saint-Martin-lès-Melle,Point(-0.165277777 46.220555555)
Millery,Point(4.781944444 45.632222222)
Belgentier,Point(5.999722222 43.245277777)
Saint-Civran,Point(1.39 46.496666666)
Les Adrets-de-l'Estérel,Point(6.814166666 43.525555555)
Lhospitalet,Point(1.408055555 44.361111111)
Saint-Léger-les-Vignes,Point(-1.732222222 47.136111111)
Cize,Point(5.91 46.731666666)
Anstaing,Point(3.190833333 50.605277777)
Hermes,Point(2.246111111 49.3575)
Anost,Point(4.099444444 47.0775)
Boissy-sous-Saint-Yon,Point(2.209444444 48.556111111)
Pleuvezain,Point(5.921111111 48.378611111)
Chamaloc,Point(5.383888888 44.798611111)
Montbizot,Point(0.1825 48.147222222)
Botz-en-Mauges,Point(-1.001666666 47.306944444)
Ruelle-sur-Touvre,Point(0.220277777 45.677777777)
Villards-d'Héria,Point(5.734722222 46.418055555)
Lavancia-Epercy,Point(5.679444444 46.330833333)
Le Plessier-sur-Bulles,Point(2.315277777 49.495)
Palluau-sur-Indre,Point(1.311666666 46.943888888)
Hargnies,Point(3.847777777 50.257222222)
Lafitole,Point(0.071388888 43.443888888)
Saint-Vitte,Point(2.534166666 46.546944444)
Couddes,Point(1.403611111 47.363333333)
Praz-sur-Arly,Point(6.57 45.837222222)
Nointot,Point(0.477222222 49.598055555)
Lavoye,Point(5.1375 49.045277777)
Besse-sur-Issole,Point(6.176388888 43.348611111)
Le Cannet-des-Maures,Point(6.340833333 43.391666666)
Tanzac,Point(-0.627777777 45.564166666)
Épineau-les-Voves,Point(3.472222222 47.946388888)
Planrupt,Point(4.783611111 48.508333333)
Nomeny,Point(6.225 48.889722222)
Jouy-sous-Thelle,Point(1.97 49.317222222)
Préaux,Point(1.2925 47.021111111)
Avord,Point(2.653333333 47.033055555)
Vulvoz,Point(5.789444444 46.3275)
Leuglay,Point(4.792222222 47.814166666)
Pont-d'Héry,Point(5.9 46.871388888)
Crançot,Point(5.66 46.686111111)
Le Fied,Point(5.716666666 46.770555555)
Villers-Bocage,Point(-0.656388888 49.078888888)
Saint-Martin-de-Commune,Point(4.502222222 46.916944444)
Saint-Léger-la-Montagne,Point(1.418888888 46.029722222)
Verjon,Point(5.351111111 46.345833333)
Patrimonio,Point(9.361944444 42.6975)
Hennecourt,Point(6.285 48.206666666)
Girmont-Val-d'Ajol,Point(6.561388888 47.953888888)
Boisville-la-Saint-Père,Point(1.6925 48.3275)
Julienne,Point(-0.230833333 45.696111111)
Villecomtal-sur-Arros,Point(0.199444444 43.401666666)
Rainans,Point(5.480833333 47.155555555)
Coutiches,Point(3.203333333 50.455277777)
Raissac,Point(1.812777777 42.941666666)
Saint-Germain-en-Coglès,Point(-1.263333333 48.405833333)
Châteauneuf,Point(4.254722222 46.2125)
Urdès,Point(-0.588611111 43.443055555)
Pérignac,Point(-0.464166666 45.623611111)
Saint-Philbert-sur-Orne,Point(-0.378888888 48.84)
Champagneux,Point(5.673888888 45.628888888)
Bailleval,Point(2.4575 49.347777777)
Noyant-de-Touraine,Point(0.559166666 47.109444444)
Cabanès,Point(2.305833333 44.185)
Auvillars,Point(0.065555555 49.196944444)
Toulis-et-Attencourt,Point(3.743055555 49.7)
Lisle,Point(1.116111111 47.853055555)
Hendecourt-lès-Cagnicourt,Point(2.948333333 50.21)
Lentillac-Saint-Blaise,Point(2.121111111 44.591111111)
Thorey-Lyautey,Point(6.028611111 48.443055555)
Tréméven,Point(-3.5325 47.898333333)
Barville,Point(0.341944444 48.482777777)
Poncé-sur-le-Loir,Point(0.655277777 47.761944444)
